,Semana,Município,Focos,ponto
8340,2018-05-20,BLUMENAU,3,POINT (-49.09730924738388 -26.885766673711007)
8341,2018-05-20,BOM JESUS,1,POINT (-52.389991137631434 -26.7390418954996)
8342,2018-05-20,BRUSQUE,5,POINT (-48.90974338759385 -27.125000077860673)
8343,2018-05-20,CAIBI,31,POINT (-53.26305757870258 -27.025175523184227)
8344,2018-05-20,CAMBORIÚ,22,POINT (-48.70898929280387 -27.070938703807666)
8345,2018-05-20,CAMPO ERÊ,1,POINT (-53.13029027791252 -26.450418785075478)
8346,2018-05-20,CHAPECÓ,16,POINT (-52.6503387011512 -27.125143757264095)
8347,2018-05-20,APIÚNA,1,POINT (-49.364244600271256 -27.124502359730975)
8348,2018-05-20,CRICIÚMA,2,POINT (-49.379715593390806 -28.715695317599724)
8349,2018-05-20,JOINVILLE,17,POINT (-48.95140521079262 -26.244282225607027)
8350,2018-05-20,ITAPIRANGA,2,POINT (-53.711674144548695 -27.112222405376688)
8351,2018-05-20,ITAPEMA,21,POINT (-48.63442695278928 -27.10858334921313)
8352,2018-05-20,CORONEL FREITAS,3,POINT (-52.72505203540188 -26.883161405516894)
8353,2018-05-20,IRATI,2,POINT (-52.89009910522137 -26.627592284222846)
8354,2018-05-20,ITAJAÍ,9,POINT (-48.753417164343155 -26.96901297467498)
8355,2018-05-20,GUARUJÁ DO SUL,2,POINT (-53.484020658272556 -26.39833636190546)
8356,2018-05-20,GALVÃO,2,POINT (-52.65901067461307 -26.449409440681887)
8357,2018-05-20,FORMOSA DO SUL,1,POINT (-52.79378914566691 -26.634189292444557)
8358,2018-05-20,FLORIANÓPOLIS,19,POINT (-48.50819805014117 -27.577833913876493)
8359,2018-05-20,DIONÍSIO CERQUEIRA,1,POINT (-53.533104817609406 -26.329842624688034)
8360,2018-05-20,GUATAMBÚ,1,POINT (-52.78338990117775 -27.11647391751629)
8361,2018-05-27,PORTO UNIÃO,2,POINT (-51.00778459817214 -26.38362840601625)
8362,2018-05-27,PORTO BELO,8,POINT (-48.61643450369326 -27.174795882021932)
8363,2018-05-27,PINHALZINHO,5,POINT (-52.97663206995043 -26.829373480377633)
8364,2018-05-27,PENHA,2,POINT (-48.650764520912794 -26.807759800934015)
8365,2018-05-27,PALHOÇA,2,POINT (-48.66170819531588 -27.77182146966105)
8366,2018-05-27,PARAÍSO,1,POINT (-53.67830388048522 -26.662800366381106)
8367,2018-05-27,PALMITOS,11,POINT (-53.179829065049795 -27.09262173445292)
8368,2018-05-27,PALMA SOLA,2,POINT (-53.31452923662933 -26.37354381742908)
8369,2018-05-27,QUILOMBO,6,POINT (-52.71798207770491 -26.729236446637557)
8370,2018-05-27,PASSO DE TORRES,2,POINT (-49.72193226710953 -29.267247532606632)
8371,2018-05-27,SANTO AMARO DA IMPERATRIZ,1,POINT (-48.796550358051064 -27.741766116501967)
8372,2018-05-27,UNIÃO DO OESTE,1,POINT (-52.85600990552198 -26.786666327181376)
8373,2018-05-27,SEARA,3,POINT (-52.34069428230799 -27.147832610525413)
8374,2018-05-27,SÃO JOSÉ,5,POINT (-48.65625577254402 -27.57847109713233)
8375,2018-05-27,SÃO MIGUEL DO OESTE,5,POINT (-53.51212123092325 -26.727236944731406)
8376,2018-05-27,TIGRINHOS,1,POINT (-53.15654614606529 -26.676066622551186)
8377,2018-05-27,VARGEÃO,1,POINT (-52.12417603836292 -26.77869255231926)
8378,2018-05-27,XANXERÊ,6,POINT (-52.409753977893864 -26.87227935615384)
8379,2018-05-27,XAVANTINA,3,POINT (-52.321889849825574 -27.02121446664788)
8380,2018-05-27,XAXIM,14,POINT (-52.52910542362624 -26.97030880074372)
8381,2018-05-27,ÁGUAS DE CHAPECÓ,4,POINT (-52.95673527930452 -27.054386024452793)
8382,2018-05-27,NOVA ITABERABA,2,POINT (-52.83316646064405 -26.961141868867955)
8383,2018-05-27,SAUDADES,6,POINT (-53.04001442530173 -26.89720679402398)
8384,2018-05-27,NOVA ERECHIM,1,POINT (-52.90669278808881 -26.908168558958387)
8385,2018-05-27,NAVEGANTES,15,POINT (-48.72739585880501 -26.82874286660231)
8386,2018-05-27,MONDAÍ,3,POINT (-53.44649707854179 -27.09929258522074)
8387,2018-05-27,APIÚNA,1,POINT (-49.364244600271256 -27.124502359730975)
8388,2018-05-27,BALNEÁRIO CAMBORIÚ,13,POINT (-48.62174059290786 -27.004736811989282)
8389,2018-05-27,BALNEÁRIO PIÇARRAS,1,POINT (-48.733290126728555 -26.759491595089575)
8390,2018-05-27,BANDEIRANTE,3,POINT (-53.64816794738197 -26.768595796097028)
8391,2018-05-27,BLUMENAU,5,POINT (-49.09730924738388 -26.885766673711007)
8392,2018-05-27,BOM JESUS DO OESTE,1,POINT (-53.095288071802216 -26.684020817771067)
8393,2018-05-27,BRUSQUE,2,POINT (-48.90974338759385 -27.125000077860673)
8394,2018-05-27,CAMBORIÚ,35,POINT (-48.70898929280387 -27.070938703807666)
8395,2018-05-27,CHAPECÓ,11,POINT (-52.6503387011512 -27.125143757264095)
8396,2018-05-27,CONCÓRDIA,2,POINT (-52.00738181173657 -27.23912654780915)
8397,2018-05-27,CORONEL FREITAS,6,POINT (-52.72505203540188 -26.883161405516894)
8398,2018-05-27,BOM JESUS,2,POINT (-52.389991137631434 -26.7390418954996)
8399,2018-05-27,FLORIANÓPOLIS,9,POINT (-48.50819805014117 -27.577833913876493)
8400,2018-05-27,GARUVA,1,POINT (-48.86732766109188 -26.05711167861282)
8401,2018-05-27,IMBITUBA,1,POINT (-48.70266299449253 -28.19427352006288)
8402,2018-05-27,IPORÃ DO OESTE,1,POINT (-53.489414418215965 -27.000431634442474)
8403,2018-05-27,ITAJAÍ,13,POINT (-48.753417164343155 -26.96901297467498)
8404,2018-05-27,ITAPEMA,27,POINT (-48.63442695278928 -27.10858334921313)
8405,2018-05-27,ITAPIRANGA,3,POINT (-53.711674144548695 -27.112222405376688)
8406,2018-05-27,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
8407,2018-05-27,JOAÇABA,1,POINT (-51.59293464174646 -27.151796127157354)
8408,2018-05-27,JOINVILLE,12,POINT (-48.95140521079262 -26.244282225607027)
8409,2018-05-27,DIONÍSIO CERQUEIRA,1,POINT (-53.533104817609406 -26.329842624688034)
8410,2018-06-03,QUILOMBO,1,POINT (-52.71798207770491 -26.729236446637557)
8411,2018-06-03,PORTO UNIÃO,14,POINT (-51.00778459817214 -26.38362840601625)
8412,2018-06-03,PORTO BELO,6,POINT (-48.61643450369326 -27.174795882021932)
8413,2018-06-03,PASSO DE TORRES,4,POINT (-49.72193226710953 -29.267247532606632)
8414,2018-06-03,PARAÍSO,37,POINT (-53.67830388048522 -26.662800366381106)
8415,2018-06-03,NAVEGANTES,5,POINT (-48.72739585880501 -26.82874286660231)
8416,2018-06-03,PALHOÇA,1,POINT (-48.66170819531588 -27.77182146966105)
8417,2018-06-03,OURO VERDE,2,POINT (-52.27875795891815 -26.711533463528756)
8418,2018-06-03,NOVA ITABERABA,1,POINT (-52.83316646064405 -26.961141868867955)
8419,2018-06-03,NOVA ERECHIM,2,POINT (-52.90669278808881 -26.908168558958387)
8420,2018-06-03,SEARA,3,POINT (-52.34069428230799 -27.147832610525413)
8421,2018-06-03,PALMITOS,8,POINT (-53.179829065049795 -27.09262173445292)
8422,2018-06-03,SERRA ALTA,7,POINT (-53.0252384398724 -26.69262092171896)
8423,2018-06-03,XANXERÊ,13,POINT (-52.409753977893864 -26.87227935615384)
8424,2018-06-03,SÃO BENTO DO SUL,1,POINT (-49.34998168331938 -26.294901587995746)
8425,2018-06-03,SÃO CARLOS,15,POINT (-53.03141183563582 -27.030109233268377)
8426,2018-06-03,SÃO DOMINGOS,4,POINT (-52.55460248576241 -26.53938727845183)
8427,2018-06-03,SÃO JOSÉ,18,POINT (-48.65625577254402 -27.57847109713233)
8428,2018-06-03,SÃO JOSÉ DO CEDRO,5,POINT (-53.53373642407425 -26.48085134039229)
8429,2018-06-03,SÃO LOURENÇO DO OESTE,4,POINT (-52.859772864625924 -26.465488220200026)
8430,2018-06-03,SÃO MIGUEL DO OESTE,3,POINT (-53.51212123092325 -26.727236944731406)
8431,2018-06-03,TIGRINHOS,4,POINT (-53.15654614606529 -26.676066622551186)
8432,2018-06-03,TIJUCAS,2,POINT (-48.70088637061579 -27.247563296595885)
8433,2018-06-03,UNIÃO DO OESTE,2,POINT (-52.85600990552198 -26.786666327181376)
8434,2018-06-03,MONDAÍ,6,POINT (-53.44649707854179 -27.09929258522074)
8435,2018-06-03,ÁGUAS DE CHAPECÓ,2,POINT (-52.95673527930452 -27.054386024452793)
8436,2018-06-03,SOMBRIO,1,POINT (-49.6559270933593 -29.070190675497283)
8437,2018-06-03,MODELO,1,POINT (-53.05109629093748 -26.77477746640045)
8438,2018-06-03,IPUAÇU,2,POINT (-52.47601370371535 -26.6787391439459)
8439,2018-06-03,LAURENTINO,1,POINT (-49.73361403099963 -27.20798229696701)
8440,2018-06-03,MARAVILHA,4,POINT (-53.19811282877847 -26.759973577360107)
8441,2018-06-03,ANCHIETA,4,POINT (-53.33310864178267 -26.532948184400585)
8442,2018-06-03,BALNEÁRIO CAMBORIÚ,13,POINT (-48.62174059290786 -27.004736811989282)
8443,2018-06-03,BELMONTE,1,POINT (-53.61806004596434 -26.857082065884523)
8444,2018-06-03,BIGUAÇU,4,POINT (-48.69394689806006 -27.433529852830816)
8445,2018-06-03,BLUMENAU,2,POINT (-49.09730924738388 -26.885766673711007)
8446,2018-06-03,BOM JESUS,5,POINT (-52.389991137631434 -26.7390418954996)
8447,2018-06-03,BOM JESUS DO OESTE,1,POINT (-53.095288071802216 -26.684020817771067)
8448,2018-06-03,BRUSQUE,5,POINT (-48.90974338759385 -27.125000077860673)
8449,2018-06-03,CAMBORIÚ,15,POINT (-48.70898929280387 -27.070938703807666)
8450,2018-06-03,CAMPO ERÊ,2,POINT (-53.13029027791252 -26.450418785075478)
8451,2018-06-03,CHAPECÓ,127,POINT (-52.6503387011512 -27.125143757264095)
8452,2018-06-03,CONCÓRDIA,2,POINT (-52.00738181173657 -27.23912654780915)
8453,2018-06-03,BANDEIRANTE,9,POINT (-53.64816794738197 -26.768595796097028)
8454,2018-06-03,CUNHA PORÃ,17,POINT (-53.19066459516312 -26.879227556402125)
8455,2018-06-03,LAGES,1,POINT (-50.34057306529381 -28.020467334528156)
8456,2018-06-03,CORONEL FREITAS,2,POINT (-52.72505203540188 -26.883161405516894)
8457,2018-06-03,JUPIÁ,3,POINT (-52.720920059617036 -26.394105628089882)
8458,2018-06-03,ITAPIRANGA,9,POINT (-53.711674144548695 -27.112222405376688)
8459,2018-06-03,ITAPEMA,24,POINT (-48.63442695278928 -27.10858334921313)
8460,2018-06-03,ITAJAÍ,66,POINT (-48.753417164343155 -26.96901297467498)
8461,2018-06-03,JOINVILLE,2,POINT (-48.95140521079262 -26.244282225607027)
8462,2018-06-03,IMBITUBA,1,POINT (-48.70266299449253 -28.19427352006288)
8463,2018-06-03,GUARUJÁ DO SUL,8,POINT (-53.484020658272556 -26.39833636190546)
8464,2018-06-03,FLORIANÓPOLIS,15,POINT (-48.50819805014117 -27.577833913876493)
8465,2018-06-03,DESCANSO,4,POINT (-53.479300522303596 -26.858413595000634)
8466,2018-06-03,IRACEMINHA,2,POINT (-53.32445648581825 -26.845317195563474)
8467,2018-06-10,NOVA ERECHIM,2,POINT (-52.90669278808881 -26.908168558958387)
8468,2018-06-10,NOVA ITABERABA,4,POINT (-52.83316646064405 -26.961141868867955)
8469,2018-06-10,SANTIAGO DO SUL,1,POINT (-52.69731235564567 -26.63087442406839)
8470,2018-06-10,PALMITOS,12,POINT (-53.179829065049795 -27.09262173445292)
8471,2018-06-10,PARAÍSO,5,POINT (-53.67830388048522 -26.662800366381106)
8472,2018-06-10,PENHA,1,POINT (-48.650764520912794 -26.807759800934015)
8473,2018-06-10,PINHALZINHO,3,POINT (-52.97663206995043 -26.829373480377633)
8474,2018-06-10,PORTO BELO,11,POINT (-48.61643450369326 -27.174795882021932)
8475,2018-06-10,QUILOMBO,1,POINT (-52.71798207770491 -26.729236446637557)
8476,2018-06-10,SAUDADES,3,POINT (-53.04001442530173 -26.89720679402398)
8477,2018-06-10,SÃO JOSÉ DO CEDRO,3,POINT (-53.53373642407425 -26.48085134039229)
8478,2018-06-10,SERRA ALTA,1,POINT (-53.0252384398724 -26.69262092171896)
8479,2018-06-10,SUL BRASIL,1,POINT (-52.94680043392991 -26.695341808174227)
8480,2018-06-10,SÃO DOMINGOS,2,POINT (-52.55460248576241 -26.53938727845183)
8481,2018-06-10,SÃO JOSÉ,9,POINT (-48.65625577254402 -27.57847109713233)
8482,2018-06-10,SÃO MIGUEL DO OESTE,5,POINT (-53.51212123092325 -26.727236944731406)
8483,2018-06-10,TIGRINHOS,1,POINT (-53.15654614606529 -26.676066622551186)
8484,2018-06-10,XANXERÊ,2,POINT (-52.409753977893864 -26.87227935615384)
8485,2018-06-10,XAXIM,7,POINT (-52.52910542362624 -26.97030880074372)
8486,2018-06-10,NAVEGANTES,3,POINT (-48.72739585880501 -26.82874286660231)
8487,2018-06-10,ÁGUAS DE CHAPECÓ,1,POINT (-52.95673527930452 -27.054386024452793)
8488,2018-06-10,SEARA,2,POINT (-52.34069428230799 -27.147832610525413)
8489,2018-06-10,MODELO,8,POINT (-53.05109629093748 -26.77477746640045)
8490,2018-06-10,IMBITUBA,1,POINT (-48.70266299449253 -28.19427352006288)
8491,2018-06-10,JOINVILLE,14,POINT (-48.95140521079262 -26.244282225607027)
8492,2018-06-10,BALNEÁRIO CAMBORIÚ,7,POINT (-48.62174059290786 -27.004736811989282)
8493,2018-06-10,BANDEIRANTE,1,POINT (-53.64816794738197 -26.768595796097028)
8494,2018-06-10,BARRA VELHA,1,POINT (-48.72738559449102 -26.662440609824166)
8495,2018-06-10,BIGUAÇU,1,POINT (-48.69394689806006 -27.433529852830816)
8496,2018-06-10,BOM JESUS,4,POINT (-52.389991137631434 -26.7390418954996)
8497,2018-06-10,JUPIÁ,1,POINT (-52.720920059617036 -26.394105628089882)
8498,2018-06-10,CAMPO ERÊ,1,POINT (-53.13029027791252 -26.450418785075478)
8499,2018-06-10,CHAPECÓ,36,POINT (-52.6503387011512 -27.125143757264095)
8500,2018-06-10,CONCÓRDIA,3,POINT (-52.00738181173657 -27.23912654780915)
8501,2018-06-10,CORONEL MARTINS,3,POINT (-52.67187452260622 -26.53464591641919)
8502,2018-06-10,BRUSQUE,6,POINT (-48.90974338759385 -27.125000077860673)
8503,2018-06-10,DIONÍSIO CERQUEIRA,1,POINT (-53.533104817609406 -26.329842624688034)
8504,2018-06-10,FLORIANÓPOLIS,3,POINT (-48.50819805014117 -27.577833913876493)
8505,2018-06-10,GALVÃO,2,POINT (-52.65901067461307 -26.449409440681887)
8506,2018-06-10,IPORÃ DO OESTE,1,POINT (-53.489414418215965 -27.000431634442474)
8507,2018-06-10,IPUAÇU,2,POINT (-52.47601370371535 -26.6787391439459)
8508,2018-06-10,IRACEMINHA,1,POINT (-53.32445648581825 -26.845317195563474)
8509,2018-06-10,ITAJAÍ,27,POINT (-48.753417164343155 -26.96901297467498)
8510,2018-06-10,ITAPEMA,5,POINT (-48.63442695278928 -27.10858334921313)
8511,2018-06-10,ITAPIRANGA,2,POINT (-53.711674144548695 -27.112222405376688)
8512,2018-06-10,JACINTO MACHADO,1,POINT (-49.848148251438495 -28.99483199811634)
8513,2018-06-10,CUNHATAÍ,1,POINT (-53.10087034298753 -26.97508678163015)
8514,2018-06-17,JARDINÓPOLIS,3,POINT (-52.87130602094494 -26.717195189426306)
8515,2018-06-17,JOINVILLE,2,POINT (-48.95140521079262 -26.244282225607027)
8516,2018-06-17,NAVEGANTES,8,POINT (-48.72739585880501 -26.82874286660231)
8517,2018-06-17,PALMITOS,3,POINT (-53.179829065049795 -27.09262173445292)
8518,2018-06-17,ITAPEMA,18,POINT (-48.63442695278928 -27.10858334921313)
8519,2018-06-17,PORTO BELO,2,POINT (-48.61643450369326 -27.174795882021932)
8520,2018-06-17,SÃO JOSÉ,21,POINT (-48.65625577254402 -27.57847109713233)
8521,2018-06-17,XAVANTINA,1,POINT (-52.321889849825574 -27.02121446664788)
8522,2018-06-17,ÁGUAS DE CHAPECÓ,1,POINT (-52.95673527930452 -27.054386024452793)
8523,2018-06-17,PIRATUBA,1,POINT (-51.77282038293217 -27.46121871446764)
8524,2018-06-17,ITAJAÍ,4,POINT (-48.753417164343155 -26.96901297467498)
8525,2018-06-17,PENHA,4,POINT (-48.650764520912794 -26.807759800934015)
8526,2018-06-17,GARUVA,1,POINT (-48.86732766109188 -26.05711167861282)
8527,2018-06-17,ABELARDO LUZ,1,POINT (-52.25571912306015 -26.562426855567093)
8528,2018-06-17,APIÚNA,1,POINT (-49.364244600271256 -27.124502359730975)
8529,2018-06-17,BIGUAÇU,2,POINT (-48.69394689806006 -27.433529852830816)
8530,2018-06-17,BRUSQUE,3,POINT (-48.90974338759385 -27.125000077860673)
8531,2018-06-17,BALNEÁRIO CAMBORIÚ,11,POINT (-48.62174059290786 -27.004736811989282)
8532,2018-06-17,CAMBORIÚ,11,POINT (-48.70898929280387 -27.070938703807666)
8533,2018-06-17,CHAPECÓ,2,POINT (-52.6503387011512 -27.125143757264095)
8534,2018-06-17,ENTRE RIOS,1,POINT (-52.57836812869868 -26.739709973471363)
8535,2018-06-17,FLORIANÓPOLIS,12,POINT (-48.50819805014117 -27.577833913876493)
8536,2018-06-17,GUARUJÁ DO SUL,1,POINT (-53.484020658272556 -26.39833636190546)
8537,2018-06-24,PENHA,3,POINT (-48.650764520912794 -26.807759800934015)
8538,2018-06-24,MONDAÍ,2,POINT (-53.44649707854179 -27.09929258522074)
8539,2018-06-24,NAVEGANTES,8,POINT (-48.72739585880501 -26.82874286660231)
8540,2018-06-24,NOVA ERECHIM,1,POINT (-52.90669278808881 -26.908168558958387)
8541,2018-06-24,PALMITOS,1,POINT (-53.179829065049795 -27.09262173445292)
8542,2018-06-24,PINHALZINHO,2,POINT (-52.97663206995043 -26.829373480377633)
8543,2018-06-24,XANXERÊ,4,POINT (-52.409753977893864 -26.87227935615384)
8544,2018-06-24,SEARA,4,POINT (-52.34069428230799 -27.147832610525413)
8545,2018-06-24,SUL BRASIL,1,POINT (-52.94680043392991 -26.695341808174227)
8546,2018-06-24,SÃO MIGUEL DO OESTE,2,POINT (-53.51212123092325 -26.727236944731406)
8547,2018-06-24,JOINVILLE,5,POINT (-48.95140521079262 -26.244282225607027)
8548,2018-06-24,XAXIM,3,POINT (-52.52910542362624 -26.97030880074372)
8549,2018-06-24,PORTO BELO,4,POINT (-48.61643450369326 -27.174795882021932)
8550,2018-06-24,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
8551,2018-06-24,SÃO JOSÉ,12,POINT (-48.65625577254402 -27.57847109713233)
8552,2018-06-24,ITAPEMA,13,POINT (-48.63442695278928 -27.10858334921313)
8553,2018-06-24,ITAPIRANGA,1,POINT (-53.711674144548695 -27.112222405376688)
8554,2018-06-24,ARAQUARI,1,POINT (-48.75777734611065 -26.461708089601323)
8555,2018-06-24,BALNEÁRIO CAMBORIÚ,11,POINT (-48.62174059290786 -27.004736811989282)
8556,2018-06-24,BALNEÁRIO PIÇARRAS,2,POINT (-48.733290126728555 -26.759491595089575)
8557,2018-06-24,BLUMENAU,1,POINT (-49.09730924738388 -26.885766673711007)
8558,2018-06-24,BRUSQUE,3,POINT (-48.90974338759385 -27.125000077860673)
8559,2018-06-24,BANDEIRANTE,1,POINT (-53.64816794738197 -26.768595796097028)
8560,2018-06-24,CHAPECÓ,5,POINT (-52.6503387011512 -27.125143757264095)
8561,2018-06-24,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
8562,2018-06-24,CUNHA PORÃ,1,POINT (-53.19066459516312 -26.879227556402125)
8563,2018-06-24,FLORIANÓPOLIS,15,POINT (-48.50819805014117 -27.577833913876493)
8564,2018-06-24,IMBITUBA,2,POINT (-48.70266299449253 -28.19427352006288)
8565,2018-06-24,ITAJAÍ,6,POINT (-48.753417164343155 -26.96901297467498)
8566,2018-06-24,CAMBORIÚ,11,POINT (-48.70898929280387 -27.070938703807666)
8567,2018-07-01,PENHA,1,POINT (-48.650764520912794 -26.807759800934015)
8568,2018-07-01,PRINCESA,1,POINT (-53.611775698473636 -26.432945074493837)
8569,2018-07-01,PORTO UNIÃO,8,POINT (-51.00778459817214 -26.38362840601625)
8570,2018-07-01,PORTO BELO,12,POINT (-48.61643450369326 -27.174795882021932)
8571,2018-07-01,PINHALZINHO,4,POINT (-52.97663206995043 -26.829373480377633)
8572,2018-07-01,PASSO DE TORRES,3,POINT (-49.72193226710953 -29.267247532606632)
8573,2018-07-01,NOVA ERECHIM,1,POINT (-52.90669278808881 -26.908168558958387)
8574,2018-07-01,PALMITOS,3,POINT (-53.179829065049795 -27.09262173445292)
8575,2018-07-01,PALMA SOLA,1,POINT (-53.31452923662933 -26.37354381742908)
8576,2018-07-01,PALHOÇA,2,POINT (-48.66170819531588 -27.77182146966105)
8577,2018-07-01,PAIAL,1,POINT (-52.48786857820866 -27.21300274694801)
8578,2018-07-01,NOVA ITABERABA,2,POINT (-52.83316646064405 -26.961141868867955)
8579,2018-07-01,RIQUEZA,2,POINT (-53.34435192618812 -26.978455061099254)
8580,2018-07-01,NAVEGANTES,13,POINT (-48.72739585880501 -26.82874286660231)
8581,2018-07-01,PARAÍSO,14,POINT (-53.67830388048522 -26.662800366381106)
8582,2018-07-01,SANTO AMARO DA IMPERATRIZ,1,POINT (-48.796550358051064 -27.741766116501967)
8583,2018-07-01,SÃO JOSÉ,14,POINT (-48.65625577254402 -27.57847109713233)
8584,2018-07-01,SEARA,19,POINT (-52.34069428230799 -27.147832610525413)
8585,2018-07-01,MONDAÍ,6,POINT (-53.44649707854179 -27.09929258522074)
8586,2018-07-01,ÁGUAS DE CHAPECÓ,6,POINT (-52.95673527930452 -27.054386024452793)
8587,2018-07-01,XAXIM,10,POINT (-52.52910542362624 -26.97030880074372)
8588,2018-07-01,XAVANTINA,2,POINT (-52.321889849825574 -27.02121446664788)
8589,2018-07-01,XANXERÊ,29,POINT (-52.409753977893864 -26.87227935615384)
8590,2018-07-01,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
8591,2018-07-01,SAUDADES,2,POINT (-53.04001442530173 -26.89720679402398)
8592,2018-07-01,SÃO MIGUEL DO OESTE,13,POINT (-53.51212123092325 -26.727236944731406)
8593,2018-07-01,SÃO LOURENÇO DO OESTE,11,POINT (-52.859772864625924 -26.465488220200026)
8594,2018-07-01,SÃO JOSÉ DO CEDRO,2,POINT (-53.53373642407425 -26.48085134039229)
8595,2018-07-01,SÃO DOMINGOS,7,POINT (-52.55460248576241 -26.53938727845183)
8596,2018-07-01,SÃO CARLOS,9,POINT (-53.03141183563582 -27.030109233268377)
8597,2018-07-01,SÃO BERNARDINO,1,POINT (-52.98761130109326 -26.4876954650617)
8598,2018-07-01,SERRA ALTA,6,POINT (-53.0252384398724 -26.69262092171896)
8599,2018-07-01,SÃO LUDGERO,1,POINT (-49.16816231413642 -28.353134609105727)
8600,2018-07-01,MODELO,6,POINT (-53.05109629093748 -26.77477746640045)
8601,2018-07-01,QUILOMBO,2,POINT (-52.71798207770491 -26.729236446637557)
8602,2018-07-01,JOINVILLE,9,POINT (-48.95140521079262 -26.244282225607027)
8603,2018-07-01,CONCÓRDIA,7,POINT (-52.00738181173657 -27.23912654780915)
8604,2018-07-01,CHAPECÓ,49,POINT (-52.6503387011512 -27.125143757264095)
8605,2018-07-01,CAMBORIÚ,38,POINT (-48.70898929280387 -27.070938703807666)
8606,2018-07-01,CAIBI,9,POINT (-53.26305757870258 -27.025175523184227)
8607,2018-07-01,BRUSQUE,3,POINT (-48.90974338759385 -27.125000077860673)
8608,2018-07-01,BOM JESUS DO OESTE,1,POINT (-53.095288071802216 -26.684020817771067)
8609,2018-07-01,CORDILHEIRA ALTA,2,POINT (-52.64165994492363 -26.975707450831653)
8610,2018-07-01,BLUMENAU,6,POINT (-49.09730924738388 -26.885766673711007)
8611,2018-07-01,BANDEIRANTE,3,POINT (-53.64816794738197 -26.768595796097028)
8612,2018-07-01,BALNEÁRIO PIÇARRAS,2,POINT (-48.733290126728555 -26.759491595089575)
8613,2018-07-01,BALNEÁRIO CAMBORIÚ,13,POINT (-48.62174059290786 -27.004736811989282)
8614,2018-07-01,ARVOREDO,1,POINT (-52.44198670964182 -27.07085356427636)
8615,2018-07-01,ANTÔNIO CARLOS,1,POINT (-48.83098179624291 -27.497474227181968)
8616,2018-07-01,ANCHIETA,1,POINT (-53.33310864178267 -26.532948184400585)
8617,2018-07-01,BIGUAÇU,2,POINT (-48.69394689806006 -27.433529852830816)
