,Semana,Município,Focos,ponto
22240,2022-02-27,DESCANSO,4,POINT (-53.479300522303596 -26.858413595000634)
22241,2022-02-27,JOAÇABA,3,POINT (-51.59293464174646 -27.151796127157354)
22242,2022-02-27,JARAGUÁ DO SUL,52,POINT (-49.159974339900636 -26.481907693524388)
22243,2022-02-27,JABORÁ,1,POINT (-51.772666951728674 -27.141510230826746)
22244,2022-02-27,IÇARA,1,POINT (-49.277346428181566 -28.751615358390502)
22245,2022-02-27,ITÁ,10,POINT (-52.332158322558705 -27.24401504736772)
22246,2022-02-27,ITAPOÁ,2,POINT (-48.65235420331072 -26.082477365716418)
22247,2022-02-27,ITAPIRANGA,6,POINT (-53.711674144548695 -27.112222405376688)
22248,2022-02-27,ITAJAÍ,45,POINT (-48.753417164343155 -26.96901297467498)
22249,2022-02-27,IRACEMINHA,2,POINT (-53.32445648581825 -26.845317195563474)
22250,2022-02-27,IPUMIRIM,7,POINT (-52.15289061018003 -27.04030920397246)
22251,2022-02-27,IPORÃ DO OESTE,2,POINT (-53.489414418215965 -27.000431634442474)
22252,2022-02-27,IPIRA,1,POINT (-51.798707740039546 -27.37081858347813)
22253,2022-02-27,ITAPEMA,69,POINT (-48.63442695278928 -27.10858334921313)
22254,2022-02-27,IMBITUBA,2,POINT (-48.70266299449253 -28.19427352006288)
22255,2022-02-27,FLORIANÓPOLIS,162,POINT (-48.50819805014117 -27.577833913876493)
22256,2022-02-27,INDAIAL,45,POINT (-49.224177687901346 -26.99497938110411)
22257,2022-02-27,GARUVA,9,POINT (-48.86732766109188 -26.05711167861282)
22258,2022-02-27,GASPAR,8,POINT (-48.96603277755912 -26.931342854989225)
22259,2022-02-27,GOVERNADOR CELSO RAMOS,19,POINT (-48.57722959006138 -27.37661650148034)
22260,2022-02-27,GUABIRUBA,8,POINT (-49.02075045567544 -27.103337763844536)
22261,2022-02-27,FRAIBURGO,3,POINT (-50.87243224056439 -27.037814801374303)
22262,2022-02-27,GUARAMIRIM,2,POINT (-48.94488242157447 -26.47655093499799)
22263,2022-02-27,GUARUJÁ DO SUL,17,POINT (-53.484020658272556 -26.39833636190546)
22264,2022-02-27,GUATAMBÚ,1,POINT (-52.78338990117775 -27.11647391751629)
22265,2022-02-27,IBIRAMA,3,POINT (-49.52854434507853 -27.018150479352176)
22266,2022-02-27,GUARACIABA,11,POINT (-53.571076311226726 -26.580105565442395)
22267,2022-03-06,PENHA,17,POINT (-48.650764520912794 -26.807759800934015)
22268,2022-03-06,PARAÍSO,1,POINT (-53.67830388048522 -26.662800366381106)
22269,2022-03-06,PALMITOS,2,POINT (-53.179829065049795 -27.09262173445292)
22270,2022-03-06,PALMA SOLA,1,POINT (-53.31452923662933 -26.37354381742908)
22271,2022-03-06,NOVA ERECHIM,1,POINT (-52.90669278808881 -26.908168558958387)
22272,2022-03-06,JUPIÁ,2,POINT (-52.720920059617036 -26.394105628089882)
22273,2022-03-06,MONDAÍ,2,POINT (-53.44649707854179 -27.09929258522074)
22274,2022-03-06,JOINVILLE,147,POINT (-48.95140521079262 -26.244282225607027)
22275,2022-03-06,JARAGUÁ DO SUL,8,POINT (-49.159974339900636 -26.481907693524388)
22276,2022-03-06,ITAPIRANGA,1,POINT (-53.711674144548695 -27.112222405376688)
22277,2022-03-06,PORTO BELO,6,POINT (-48.61643450369326 -27.174795882021932)
22278,2022-03-06,NAVEGANTES,15,POINT (-48.72739585880501 -26.82874286660231)
22279,2022-03-06,RIO DO SUL,2,POINT (-49.62995257034289 -27.196050867028834)
22280,2022-03-06,XAXIM,5,POINT (-52.52910542362624 -26.97030880074372)
22281,2022-03-06,SANTIAGO DO SUL,1,POINT (-52.69731235564567 -26.63087442406839)
22282,2022-03-06,SANTO AMARO DA IMPERATRIZ,2,POINT (-48.796550358051064 -27.741766116501967)
22283,2022-03-06,SOMBRIO,9,POINT (-49.6559270933593 -29.070190675497283)
22284,2022-03-06,SUL BRASIL,1,POINT (-52.94680043392991 -26.695341808174227)
22285,2022-03-06,SÃO CARLOS,1,POINT (-53.03141183563582 -27.030109233268377)
22286,2022-03-06,SÃO FRANCISCO DO SUL,1,POINT (-48.64031938386047 -26.26159673750705)
22287,2022-03-06,SÃO JOSÉ,21,POINT (-48.65625577254402 -27.57847109713233)
22288,2022-03-06,SÃO JOSÉ DO CEDRO,1,POINT (-53.53373642407425 -26.48085134039229)
22289,2022-03-06,TIJUCAS,3,POINT (-48.70088637061579 -27.247563296595885)
22290,2022-03-06,TIMBÓ,1,POINT (-49.268848087269895 -26.808191984335508)
22291,2022-03-06,VARGEÃO,1,POINT (-52.12417603836292 -26.77869255231926)
22292,2022-03-06,XANXERÊ,2,POINT (-52.409753977893864 -26.87227935615384)
22293,2022-03-06,ITAPEMA,11,POINT (-48.63442695278928 -27.10858334921313)
22294,2022-03-06,RIQUEZA,1,POINT (-53.34435192618812 -26.978455061099254)
22295,2022-03-06,ITAJAÍ,3,POINT (-48.753417164343155 -26.96901297467498)
22296,2022-03-06,PALHOÇA,17,POINT (-48.66170819531588 -27.77182146966105)
22297,2022-03-06,IPORÃ DO OESTE,2,POINT (-53.489414418215965 -27.000431634442474)
22298,2022-03-06,ARAQUARI,8,POINT (-48.75777734611065 -26.461708089601323)
22299,2022-03-06,BALNEÁRIO BARRA DO SUL,2,POINT (-48.6525686779991 -26.446419426504228)
22300,2022-03-06,BALNEÁRIO CAMBORIÚ,6,POINT (-48.62174059290786 -27.004736811989282)
22301,2022-03-06,BALNEÁRIO GAIVOTA,2,POINT (-49.61536798375303 -29.153516044807805)
22302,2022-03-06,BALNEÁRIO PIÇARRAS,8,POINT (-48.733290126728555 -26.759491595089575)
22303,2022-03-06,BARRA VELHA,5,POINT (-48.72738559449102 -26.662440609824166)
22304,2022-03-06,BIGUAÇU,9,POINT (-48.69394689806006 -27.433529852830816)
22305,2022-03-06,BOM JESUS,6,POINT (-52.389991137631434 -26.7390418954996)
22306,2022-03-06,BOMBINHAS,11,POINT (-48.51748707787348 -27.17325633187103)
22307,2022-03-06,BOTUVERÁ,1,POINT (-49.123525799005755 -27.218576097272617)
22308,2022-03-06,BRUSQUE,8,POINT (-48.90974338759385 -27.125000077860673)
22309,2022-03-06,CAMBORIÚ,3,POINT (-48.70898929280387 -27.070938703807666)
22310,2022-03-06,CAMPO ERÊ,4,POINT (-53.13029027791252 -26.450418785075478)
22311,2022-03-06,BLUMENAU,28,POINT (-49.09730924738388 -26.885766673711007)
22312,2022-03-06,CHAPECÓ,1,POINT (-52.6503387011512 -27.125143757264095)
22313,2022-03-06,CAÇADOR,2,POINT (-51.08466522606485 -26.76301573603967)
22314,2022-03-06,INDAIAL,10,POINT (-49.224177687901346 -26.99497938110411)
22315,2022-03-06,IMBITUBA,1,POINT (-48.70266299449253 -28.19427352006288)
22316,2022-03-06,HERVAL D'OESTE,1,POINT (-51.41066483184581 -27.195375505195166)
22317,2022-03-06,GUARAMIRIM,8,POINT (-48.94488242157447 -26.47655093499799)
22318,2022-03-06,GASPAR,7,POINT (-48.96603277755912 -26.931342854989225)
22319,2022-03-06,GARUVA,4,POINT (-48.86732766109188 -26.05711167861282)
22320,2022-03-06,IPUAÇU,2,POINT (-52.47601370371535 -26.6787391439459)
22321,2022-03-06,FLORIANÓPOLIS,55,POINT (-48.50819805014117 -27.577833913876493)
22322,2022-03-06,CUNHATAÍ,3,POINT (-53.10087034298753 -26.97508678163015)
22323,2022-03-06,CUNHA PORÃ,2,POINT (-53.19066459516312 -26.879227556402125)
22324,2022-03-06,CONCÓRDIA,2,POINT (-52.00738181173657 -27.23912654780915)
22325,2022-03-06,FORMOSA DO SUL,1,POINT (-52.79378914566691 -26.634189292444557)
22326,2022-03-13,PARAÍSO,1,POINT (-53.67830388048522 -26.662800366381106)
22327,2022-03-13,PASSO DE TORRES,6,POINT (-49.72193226710953 -29.267247532606632)
22328,2022-03-13,PASSOS MAIA,23,POINT (-51.96106257398024 -26.706082760208048)
22329,2022-03-13,PENHA,4,POINT (-48.650764520912794 -26.807759800934015)
22330,2022-03-13,PERITIBA,8,POINT (-51.875058999568054 -27.35136072671339)
22331,2022-03-13,PINHALZINHO,3,POINT (-52.97663206995043 -26.829373480377633)
22332,2022-03-13,PINHEIRO PRETO,1,POINT (-51.23605423031415 -27.049431015415728)
22333,2022-03-13,PONTE SERRADA,11,POINT (-51.92821372642347 -26.861768575031704)
22334,2022-03-13,POMERODE,2,POINT (-49.17330417894716 -26.728186239159662)
22335,2022-03-13,PORTO UNIÃO,16,POINT (-51.00778459817214 -26.38362840601625)
22336,2022-03-13,POUSO REDONDO,7,POINT (-49.977272039975205 -27.286165527361565)
22337,2022-03-13,PRESIDENTE CASTELLO BRANCO,2,POINT (-51.7809355856458 -27.233334573923248)
22338,2022-03-13,PRINCESA,10,POINT (-53.611775698473636 -26.432945074493837)
22339,2022-03-13,PLANALTO ALEGRE,3,POINT (-52.868983175658315 -27.051964045168106)
22340,2022-03-13,PRESIDENTE GETÚLIO,1,POINT (-49.71442977022528 -27.06258379829857)
22341,2022-03-13,LUZERNA,3,POINT (-51.50563310304435 -27.09041292936536)
22342,2022-03-13,PAIAL,7,POINT (-52.48786857820866 -27.21300274694801)
22343,2022-03-13,OURO VERDE,9,POINT (-52.27875795891815 -26.711533463528756)
22344,2022-03-13,ORLEANS,1,POINT (-49.37185982502813 -28.27993784715249)
22345,2022-03-13,NOVO HORIZONTE,2,POINT (-52.79636139882617 -26.494979246937564)
22346,2022-03-13,NOVA TRENTO,2,POINT (-49.04136677854023 -27.313268123121375)
22347,2022-03-13,NOVA ERECHIM,3,POINT (-52.90669278808881 -26.908168558958387)
22348,2022-03-13,NAVEGANTES,97,POINT (-48.72739585880501 -26.82874286660231)
22349,2022-03-13,MODELO,14,POINT (-53.05109629093748 -26.77477746640045)
22350,2022-03-13,MASSARANDUBA,1,POINT (-48.98819178964745 -26.626911300757143)
22351,2022-03-13,MAREMA,5,POINT (-52.630069576468934 -26.812382609184045)
22352,2022-03-13,MAFRA,1,POINT (-49.88955903735795 -26.20081171740186)
22353,2022-03-13,RIQUEZA,30,POINT (-53.34435192618812 -26.978455061099254)
22354,2022-03-13,LONTRAS,2,POINT (-49.5073088131697 -27.18943445931826)
22355,2022-03-13,LINDÓIA DO SUL,2,POINT (-52.05246609985818 -27.031507278170547)
22356,2022-03-13,PALHOÇA,71,POINT (-48.66170819531588 -27.77182146966105)
22357,2022-03-13,ROMELÂNDIA,4,POINT (-53.31712397583878 -26.648389532310617)
22358,2022-03-13,SÃO JOÃO BATISTA,3,POINT (-48.859015927042506 -27.3289283421727)
22359,2022-03-13,SANTO AMARO DA IMPERATRIZ,9,POINT (-48.796550358051064 -27.741766116501967)
22360,2022-03-13,ÁGUAS MORNAS,1,POINT (-48.936026935725984 -27.733480951801113)
22361,2022-03-13,ÁGUAS FRIAS,13,POINT (-52.85231124188476 -26.851638850973643)
22362,2022-03-13,ÁGUA DOCE,17,POINT (-51.61240583867837 -26.76446918157033)
22363,2022-03-13,XAXIM,108,POINT (-52.52910542362624 -26.97030880074372)
22364,2022-03-13,XANXERÊ,46,POINT (-52.409753977893864 -26.87227935615384)
22365,2022-03-13,VIDEIRA,1,POINT (-51.126791458112294 -27.006590429997193)
22366,2022-03-13,VARGEÃO,44,POINT (-52.12417603836292 -26.77869255231926)
22367,2022-03-13,URUSSANGA,2,POINT (-49.32827746452854 -28.4926994380424)
22368,2022-03-13,UNIÃO DO OESTE,20,POINT (-52.85600990552198 -26.786666327181376)
22369,2022-03-13,TUNÁPOLIS,1,POINT (-53.64994894871563 -26.988116577060975)
22370,2022-03-13,TROMBUDO CENTRAL,2,POINT (-49.81141612505136 -27.312097301154424)
22371,2022-03-13,TIMBÓ,6,POINT (-49.268848087269895 -26.808191984335508)
22372,2022-03-13,TIJUCAS,24,POINT (-48.70088637061579 -27.247563296595885)
22373,2022-03-13,TIGRINHOS,1,POINT (-53.15654614606529 -26.676066622551186)
22374,2022-03-13,SÃO MIGUEL DO OESTE,3,POINT (-53.51212123092325 -26.727236944731406)
22375,2022-03-13,SÃO MIGUEL DA BOA VISTA,4,POINT (-53.23996170119908 -26.689643491003483)
22376,2022-03-13,SÃO LOURENÇO DO OESTE,3,POINT (-52.859772864625924 -26.465488220200026)
22377,2022-03-13,SAUDADES,16,POINT (-53.04001442530173 -26.89720679402398)
22378,2022-03-13,SEARA,2,POINT (-52.34069428230799 -27.147832610525413)
22379,2022-03-13,SERRA ALTA,8,POINT (-53.0252384398724 -26.69262092171896)
22380,2022-03-13,SOMBRIO,31,POINT (-49.6559270933593 -29.070190675497283)
22381,2022-03-13,SÃO BENTO DO SUL,6,POINT (-49.34998168331938 -26.294901587995746)
22382,2022-03-13,SÃO BERNARDINO,16,POINT (-52.98761130109326 -26.4876954650617)
22383,2022-03-13,SALTO VELOSO,9,POINT (-51.428018355843534 -26.895934975227195)
22384,2022-03-13,SÃO CARLOS,45,POINT (-53.03141183563582 -27.030109233268377)
22385,2022-03-13,SÃO JOSÉ,79,POINT (-48.65625577254402 -27.57847109713233)
22386,2022-03-13,SÃO JOSÉ DO CEDRO,3,POINT (-53.53373642407425 -26.48085134039229)
22387,2022-03-13,SÃO JOSÉ DO CERRITO,1,POINT (-50.65026289681241 -27.598271651210737)
22388,2022-03-13,LAJEADO GRANDE,2,POINT (-52.55208511201592 -26.85494130222345)
22389,2022-03-13,SÃO JOÃO DO OESTE,2,POINT (-53.59166414663414 -27.091607129863164)
22390,2022-03-13,SÃO JOÃO DO SUL,1,POINT (-49.81346773582506 -29.20556695305148)
22391,2022-03-13,SÃO DOMINGOS,13,POINT (-52.55460248576241 -26.53938727845183)
22392,2022-03-13,LACERDÓPOLIS,1,POINT (-51.59031113339198 -27.250882306855967)
22393,2022-03-13,PALMA SOLA,2,POINT (-53.31452923662933 -26.37354381742908)
22394,2022-03-13,JOINVILLE,729,POINT (-48.95140521079262 -26.244282225607027)
22395,2022-03-13,CRICIÚMA,2,POINT (-49.379715593390806 -28.715695317599724)
22396,2022-03-13,CORUPÁ,3,POINT (-49.32671147592909 -26.439933805537702)
22397,2022-03-13,CORDILHEIRA ALTA,92,POINT (-52.64165994492363 -26.975707450831653)
22398,2022-03-13,CONCÓRDIA,97,POINT (-52.00738181173657 -27.23912654780915)
22399,2022-03-13,CHAPECÓ,45,POINT (-52.6503387011512 -27.125143757264095)
22400,2022-03-13,CAÇADOR,39,POINT (-51.08466522606485 -26.76301573603967)
22401,2022-03-13,CATANDUVAS,14,POINT (-51.696411039929494 -27.04499810338548)
22402,2022-03-13,CAPINZAL,1,POINT (-51.63081493151491 -27.411939390248456)
22403,2022-03-13,CANELINHA,2,POINT (-48.80230959011115 -27.23460358338924)
22404,2022-03-13,CAMPOS NOVOS,12,POINT (-51.24461188464247 -27.41300179636672)
22405,2022-03-13,CAMBORIÚ,74,POINT (-48.70898929280387 -27.070938703807666)
22406,2022-03-13,BRUSQUE,72,POINT (-48.90974338759385 -27.125000077860673)
22407,2022-03-13,BRAÇO DO NORTE,1,POINT (-49.14236463397278 -28.240945450971008)
22408,2022-03-13,BOMBINHAS,9,POINT (-48.51748707787348 -27.17325633187103)
22409,2022-03-13,BOM JESUS,10,POINT (-52.389991137631434 -26.7390418954996)
22410,2022-03-13,BOCAINA DO SUL,1,POINT (-49.909163039792034 -27.763117533335603)
22411,2022-03-13,BLUMENAU,85,POINT (-49.09730924738388 -26.885766673711007)
22412,2022-03-13,ABELARDO LUZ,4,POINT (-52.25571912306015 -26.562426855567093)
22413,2022-03-13,JUPIÁ,6,POINT (-52.720920059617036 -26.394105628089882)
22414,2022-03-13,ANCHIETA,6,POINT (-53.33310864178267 -26.532948184400585)
22415,2022-03-13,ANTÔNIO CARLOS,3,POINT (-48.83098179624291 -27.497474227181968)
22416,2022-03-13,ARABUTÃ,4,POINT (-52.18154485906579 -27.140868080616993)
22417,2022-03-13,ARAQUARI,11,POINT (-48.75777734611065 -26.461708089601323)
22418,2022-03-13,CUNHA PORÃ,9,POINT (-53.19066459516312 -26.879227556402125)
22419,2022-03-13,ASCURRA,1,POINT (-49.39596551693794 -26.97363368202941)
22420,2022-03-13,BALNEÁRIO BARRA DO SUL,1,POINT (-48.6525686779991 -26.446419426504228)
22421,2022-03-13,BALNEÁRIO CAMBORIÚ,13,POINT (-48.62174059290786 -27.004736811989282)
22422,2022-03-13,BALNEÁRIO PIÇARRAS,11,POINT (-48.733290126728555 -26.759491595089575)
22423,2022-03-13,BARRA VELHA,1,POINT (-48.72738559449102 -26.662440609824166)
22424,2022-03-13,BENEDITO NOVO,1,POINT (-49.43539636534986 -26.80094023363729)
22425,2022-03-13,BIGUAÇU,23,POINT (-48.69394689806006 -27.433529852830816)
22426,2022-03-13,BALNEÁRIO ARROIO DO SILVA,1,POINT (-49.475056726291164 -29.019465075162362)
22427,2022-03-13,CUNHATAÍ,5,POINT (-53.10087034298753 -26.97508678163015)
22428,2022-03-13,ALTO BELA VISTA,2,POINT (-51.92594839668161 -27.421535077481998)
22429,2022-03-13,FAXINAL DOS GUEDES,27,POINT (-52.24432281425879 -26.846669473721352)
22430,2022-03-13,DIONÍSIO CERQUEIRA,1,POINT (-53.533104817609406 -26.329842624688034)
22431,2022-03-13,JARDINÓPOLIS,16,POINT (-52.87130602094494 -26.717195189426306)
22432,2022-03-13,JARAGUÁ DO SUL,23,POINT (-49.159974339900636 -26.481907693524388)
22433,2022-03-13,JABORÁ,13,POINT (-51.772666951728674 -27.141510230826746)
22434,2022-03-13,IÇARA,1,POINT (-49.277346428181566 -28.751615358390502)
22435,2022-03-13,ITÁ,6,POINT (-52.332158322558705 -27.24401504736772)
22436,2022-03-13,ITUPORANGA,2,POINT (-49.53886990331492 -27.45344960217853)
22437,2022-03-13,ITAPOÁ,3,POINT (-48.65235420331072 -26.082477365716418)
22438,2022-03-13,ITAPIRANGA,7,POINT (-53.711674144548695 -27.112222405376688)
22439,2022-03-13,ITAPEMA,9,POINT (-48.63442695278928 -27.10858334921313)
22440,2022-03-13,ITAJAÍ,182,POINT (-48.753417164343155 -26.96901297467498)
22441,2022-03-13,IRATI,4,POINT (-52.89009910522137 -26.627592284222846)
22442,2022-03-13,IRACEMINHA,8,POINT (-53.32445648581825 -26.845317195563474)
22443,2022-03-13,IPUMIRIM,9,POINT (-52.15289061018003 -27.04030920397246)
22444,2022-03-13,IPUAÇU,20,POINT (-52.47601370371535 -26.6787391439459)
22445,2022-03-13,JOAÇABA,1,POINT (-51.59293464174646 -27.151796127157354)
22446,2022-03-13,INDAIAL,14,POINT (-49.224177687901346 -26.99497938110411)
22447,2022-03-13,FLORIANÓPOLIS,550,POINT (-48.50819805014117 -27.577833913876493)
22448,2022-03-13,FORMOSA DO SUL,29,POINT (-52.79378914566691 -26.634189292444557)
22449,2022-03-13,GALVÃO,1,POINT (-52.65901067461307 -26.449409440681887)
22450,2022-03-13,GARUVA,19,POINT (-48.86732766109188 -26.05711167861282)
22451,2022-03-13,IPIRA,3,POINT (-51.798707740039546 -27.37081858347813)
22452,2022-03-13,GOVERNADOR CELSO RAMOS,24,POINT (-48.57722959006138 -27.37661650148034)
22453,2022-03-13,GRAVATAL,1,POINT (-49.019524083675094 -28.354019535964735)
22454,2022-03-13,GASPAR,2,POINT (-48.96603277755912 -26.931342854989225)
22455,2022-03-13,GUARUJÁ DO SUL,10,POINT (-53.484020658272556 -26.39833636190546)
22456,2022-03-13,GUATAMBÚ,1,POINT (-52.78338990117775 -27.11647391751629)
22457,2022-03-13,HERVAL D'OESTE,1,POINT (-51.41066483184581 -27.195375505195166)
22458,2022-03-13,IBIRAMA,2,POINT (-49.52854434507853 -27.018150479352176)
22459,2022-03-13,ILHOTA,8,POINT (-48.85735097749987 -26.859040901529745)
22460,2022-03-13,IMBUIA,2,POINT (-49.406525744418744 -27.502912858233568)
22461,2022-03-13,GUABIRUBA,10,POINT (-49.02075045567544 -27.103337763844536)
22462,2022-03-20,PAPANDUVA,2,POINT (-50.1723622637524 -26.50242441247795)
22463,2022-03-20,PASSOS MAIA,2,POINT (-51.96106257398024 -26.706082760208048)
22464,2022-03-20,PENHA,54,POINT (-48.650764520912794 -26.807759800934015)
22465,2022-03-20,PERITIBA,10,POINT (-51.875058999568054 -27.35136072671339)
22466,2022-03-20,PESCARIA BRAVA,1,POINT (-48.88364248038416 -28.401764026554133)
22467,2022-03-20,PRESIDENTE CASTELLO BRANCO,2,POINT (-51.7809355856458 -27.233334573923248)
22468,2022-03-20,PIRATUBA,3,POINT (-51.77282038293217 -27.46121871446764)
22469,2022-03-20,PLANALTO ALEGRE,4,POINT (-52.868983175658315 -27.051964045168106)
22470,2022-03-20,POMERODE,3,POINT (-49.17330417894716 -26.728186239159662)
22471,2022-03-20,PONTE SERRADA,7,POINT (-51.92821372642347 -26.861768575031704)
22472,2022-03-20,PORTO BELO,20,POINT (-48.61643450369326 -27.174795882021932)
22473,2022-03-20,PORTO UNIÃO,28,POINT (-51.00778459817214 -26.38362840601625)
22474,2022-03-20,PINHEIRO PRETO,2,POINT (-51.23605423031415 -27.049431015415728)
22475,2022-03-20,PALHOÇA,58,POINT (-48.66170819531588 -27.77182146966105)
22476,2022-03-20,MODELO,76,POINT (-53.05109629093748 -26.77477746640045)
22477,2022-03-20,NOVO HORIZONTE,16,POINT (-52.79636139882617 -26.494979246937564)
22478,2022-03-20,NOVA TRENTO,1,POINT (-49.04136677854023 -27.313268123121375)
22479,2022-03-20,NOVA ITABERABA,2,POINT (-52.83316646064405 -26.961141868867955)
22480,2022-03-20,NOVA ERECHIM,10,POINT (-52.90669278808881 -26.908168558958387)
22481,2022-03-20,NAVEGANTES,74,POINT (-48.72739585880501 -26.82874286660231)
22482,2022-03-20,MIRIM DOCE,1,POINT (-50.175135877413425 -27.185593229141542)
22483,2022-03-20,LUZERNA,5,POINT (-51.50563310304435 -27.09041292936536)
22484,2022-03-20,LONTRAS,1,POINT (-49.5073088131697 -27.18943445931826)
22485,2022-03-20,LINDÓIA DO SUL,1,POINT (-52.05246609985818 -27.031507278170547)
22486,2022-03-20,LAJEADO GRANDE,2,POINT (-52.55208511201592 -26.85494130222345)
22487,2022-03-20,LACERDÓPOLIS,1,POINT (-51.59031113339198 -27.250882306855967)
22488,2022-03-20,JUPIÁ,3,POINT (-52.720920059617036 -26.394105628089882)
22489,2022-03-20,JOINVILLE,568,POINT (-48.95140521079262 -26.244282225607027)
22490,2022-03-20,QUILOMBO,7,POINT (-52.71798207770491 -26.729236446637557)
22491,2022-03-20,OURO VERDE,3,POINT (-52.27875795891815 -26.711533463528756)
22492,2022-03-20,RIO DAS ANTAS,7,POINT (-51.063409436484186 -26.909076335888294)
22493,2022-03-20,SÃO DOMINGOS,25,POINT (-52.55460248576241 -26.53938727845183)
22494,2022-03-20,RIQUEZA,13,POINT (-53.34435192618812 -26.978455061099254)
22495,2022-03-20,JOAÇABA,2,POINT (-51.59293464174646 -27.151796127157354)
22496,2022-03-20,ÁGUA DOCE,7,POINT (-51.61240583867837 -26.76446918157033)
22497,2022-03-20,XAXIM,42,POINT (-52.52910542362624 -26.97030880074372)
22498,2022-03-20,XAVANTINA,1,POINT (-52.321889849825574 -27.02121446664788)
22499,2022-03-20,XANXERÊ,28,POINT (-52.409753977893864 -26.87227935615384)
22500,2022-03-20,VARGEÃO,5,POINT (-52.12417603836292 -26.77869255231926)
22501,2022-03-20,UNIÃO DO OESTE,2,POINT (-52.85600990552198 -26.786666327181376)
22502,2022-03-20,TUNÁPOLIS,1,POINT (-53.64994894871563 -26.988116577060975)
22503,2022-03-20,TIMBÓ,6,POINT (-49.268848087269895 -26.808191984335508)
22504,2022-03-20,TIJUCAS,2,POINT (-48.70088637061579 -27.247563296595885)
22505,2022-03-20,SÃO MIGUEL DA BOA VISTA,6,POINT (-53.23996170119908 -26.689643491003483)
22506,2022-03-20,SÃO LUDGERO,1,POINT (-49.16816231413642 -28.353134609105727)
22507,2022-03-20,SÃO LOURENÇO DO OESTE,19,POINT (-52.859772864625924 -26.465488220200026)
22508,2022-03-20,SÃO JOÃO DO SUL,1,POINT (-49.81346773582506 -29.20556695305148)
22509,2022-03-20,SÃO JOÃO BATISTA,5,POINT (-48.859015927042506 -27.3289283421727)
22510,2022-03-20,SÃO JOSÉ,165,POINT (-48.65625577254402 -27.57847109713233)
22511,2022-03-20,SÃO CARLOS,3,POINT (-53.03141183563582 -27.030109233268377)
22512,2022-03-20,SÃO BENTO DO SUL,6,POINT (-49.34998168331938 -26.294901587995746)
22513,2022-03-20,SOMBRIO,57,POINT (-49.6559270933593 -29.070190675497283)
22514,2022-03-20,ÁGUAS DE CHAPECÓ,3,POINT (-52.95673527930452 -27.054386024452793)
22515,2022-03-20,SEARA,10,POINT (-52.34069428230799 -27.147832610525413)
22516,2022-03-20,SCHROEDER,1,POINT (-49.06045571561801 -26.36795231023243)
22517,2022-03-20,SAUDADES,4,POINT (-53.04001442530173 -26.89720679402398)
22518,2022-03-20,SANTO AMARO DA IMPERATRIZ,12,POINT (-48.796550358051064 -27.741766116501967)
22519,2022-03-20,SANTIAGO DO SUL,6,POINT (-52.69731235564567 -26.63087442406839)
22520,2022-03-20,SANTA TEREZINHA DO PROGRESSO,2,POINT (-53.16992504599359 -26.59274865073079)
22521,2022-03-20,SANTA HELENA,1,POINT (-53.61965218468821 -26.92195558857574)
22522,2022-03-20,SALTO VELOSO,4,POINT (-51.428018355843534 -26.895934975227195)
22523,2022-03-20,ROMELÂNDIA,10,POINT (-53.31712397583878 -26.648389532310617)
22524,2022-03-20,RIO NEGRINHO,1,POINT (-49.596155798278296 -26.44271403183842)
22525,2022-03-20,JARDINÓPOLIS,6,POINT (-52.87130602094494 -26.717195189426306)
22526,2022-03-20,CAMBORIÚ,17,POINT (-48.70898929280387 -27.070938703807666)
22527,2022-03-20,JAGUARUNA,1,POINT (-49.04474831889522 -28.657895860293902)
22528,2022-03-20,CONCÓRDIA,83,POINT (-52.00738181173657 -27.23912654780915)
22529,2022-03-20,CHAPECÓ,40,POINT (-52.6503387011512 -27.125143757264095)
22530,2022-03-20,CAÇADOR,61,POINT (-51.08466522606485 -26.76301573603967)
22531,2022-03-20,CAXAMBU DO SUL,2,POINT (-52.92021076953631 -27.14671120355529)
22532,2022-03-20,CATANDUVAS,25,POINT (-51.696411039929494 -27.04499810338548)
22533,2022-03-20,CAPINZAL,11,POINT (-51.63081493151491 -27.411939390248456)
22534,2022-03-20,CANOINHAS,2,POINT (-50.53337070155689 -26.249950005908698)
22535,2022-03-20,CANELINHA,1,POINT (-48.80230959011115 -27.23460358338924)
22536,2022-03-20,CAMPO ERÊ,4,POINT (-53.13029027791252 -26.450418785075478)
22537,2022-03-20,CAIBI,48,POINT (-53.26305757870258 -27.025175523184227)
22538,2022-03-20,BRUSQUE,44,POINT (-48.90974338759385 -27.125000077860673)
22539,2022-03-20,BRAÇO DO NORTE,1,POINT (-49.14236463397278 -28.240945450971008)
22540,2022-03-20,BOM RETIRO,1,POINT (-49.56300898690758 -27.785359887626676)
22541,2022-03-20,CORDILHEIRA ALTA,1,POINT (-52.64165994492363 -26.975707450831653)
22542,2022-03-20,BOM JESUS,3,POINT (-52.389991137631434 -26.7390418954996)
22543,2022-03-20,BIGUAÇU,4,POINT (-48.69394689806006 -27.433529852830816)
22544,2022-03-20,BARRA VELHA,4,POINT (-48.72738559449102 -26.662440609824166)
22545,2022-03-20,BARRA BONITA,18,POINT (-53.425055355047476 -26.66835784442113)
22546,2022-03-20,BALNEÁRIO PIÇARRAS,35,POINT (-48.733290126728555 -26.759491595089575)
22547,2022-03-20,BALNEÁRIO CAMBORIÚ,41,POINT (-48.62174059290786 -27.004736811989282)
