Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,,
Período: de 01/08/2024 a 31/12/2024,,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 436603/24,Blumenau,GASPAR,BELA VISTA,Outros,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,44,0,0,0,0
ARM 436600/24,Blumenau,GASPAR,SANTA TEREZINHA,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,44,0,0,0,0
ARM 436599/24,Blumenau,GASPAR,COLONINHA,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,2,0,0,0,0
ARM 436598/24,Blumenau,GASPAR,COLONINHA,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,1,0,0,0,0
ARM 436597/24,Blumenau,GASPAR,COLONINHA,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,36,0,0,0,0
ARM 436596/24,Blumenau,GASPAR,COLONINHA,Comércio,E - Depósitos naturais,Armadilha,30/12/2024,06/01/2025,06/01/2025,1,0,0,0,0
ARM 436595/24,Blumenau,GASPAR,FIGUEIRA,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,12,0,0,0,0
ARM 436594/24,Blumenau,GASPAR,FIGUEIRA,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,40,0,0,0,0
ARM 436592/24,Blumenau,GASPAR,BELCHIOR CENTRAL,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,14,0,0,0,0
PE 436585/24,Blumenau,GASPAR,BATEIAS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,30/12/2024,06/01/2025,06/01/2025,7,0,0,0,0
ARM 436580/24,Xanxerê,XANXERÊ,JARDIM TARUMA,Residência,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,03/02/2025,9,0,0,0,0
ARM 436579/24,Xanxerê,XANXERÊ,NOSSA SENHORA DE FATIMA,Residência,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,03/02/2025,2,0,0,0,0
ARM 436578/24,Xanxerê,XANXERÊ,SANTA CRUZ,Comércio,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,03/02/2025,3,0,0,0,0
ARM 436575/24,Xanxerê,XANXERÊ,MONTE CASTELO,Residência,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,03/02/2025,60,0,0,0,0
ARM 436574/24,Xanxerê,XANXERÊ,VILA SESAMO,Residência,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,03/02/2025,17,0,0,0,0
ARM 436573/24,Xanxerê,XANXERÊ,SAO ROMERO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,03/02/2025,14,0,0,0,0
ARM 436572/24,Xanxerê,XANXERÊ,SAO PEDRO,Residência,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,03/02/2025,14,0,0,0,0
ARM 436547/24,Jaraguá do Sul,GUARAMIRIM,ILHA DA FIGUEIRA,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,07/01/2025,12,0,27,0,0
ARM 436545/24,Jaraguá do Sul,GUARAMIRIM,CENTRO-03,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,07/01/2025,18,0,0,0,0
ARM 436544/24,Jaraguá do Sul,GUARAMIRIM,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,07/01/2025,6,0,0,0,0
ARM 436533/24,São Miguel do Oeste,ITAPIRANGA,CENTRO,Comércio,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,19,0,0,0,0
ARM 436532/24,São Miguel do Oeste,ITAPIRANGA,CENTRO,Comércio,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,9,0,0,0,0
ARM 436531/24,São Miguel do Oeste,ITAPIRANGA,BAIRRO SANTA TEREZA,Residência,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,23,0,0,0,0
ARM 436530/24,São Miguel do Oeste,ITAPIRANGA,FLORESTA,Residência,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,26,0,0,0,0
ARM 436529/24,São Miguel do Oeste,ITAPIRANGA,PORTAL DO SOL,Residência,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,12,0,0,0,0
ARM 436528/24,São Miguel do Oeste,ITAPIRANGA,INDUSTRIAL,Residência,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,61,0,0,0,0
ARM 436527/24,São Miguel do Oeste,ITAPIRANGA,BELA VISTA,Outros,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,11,0,0,0,0
ARM 436526/24,São Miguel do Oeste,ITAPIRANGA,BELA VISTA,Outros,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,17,0,0,0,0
ARM 436525/24,São Miguel do Oeste,ITAPIRANGA,BELA VISTA,Residência,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,23/12/2024,15,0,0,0,0
ARM 436523/24,Concórdia,ALTO BELA VISTA,CENTRO,Residência,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,5,0,0,0,0
ARM 436522/24,Concórdia,XAVANTINA,CENTRO,Outros,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,25,0,0,0,0
ARM 436521/24,Concórdia,XAVANTINA,CENTRO,Residência,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,24,0,0,0,0
ARM 436519/24,São Miguel do Oeste,MONDAÍ,VILA LAJU,Outros,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,81,0,0,0,0
ARM 436518/24,Concórdia,XAVANTINA,CENTRO,Residência,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,3,0,0,0,0
ARM 436517/24,São Miguel do Oeste,MONDAÍ,VILA LAJU,Outros,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,31,0,0,0,0
ARM 436516/24,Concórdia,XAVANTINA,CENTRO,Residência,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,34,0,0,0,0
ARM 436515/24,São Miguel do Oeste,MONDAÍ,BAIRRO ANTAS,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,2,0,0,0,0
ARM 436514/24,Concórdia,XAVANTINA,CENTRO,Residência,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,26,0,0,0,0
ARM 436513/24,São Miguel do Oeste,MONDAÍ,BAIRRO CAPIVARA,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,42,0,0,0,0
ARM 436512/24,Concórdia,XAVANTINA,CENTRO,Residência,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,30,0,0,0,0
ARM 436511/24,São Miguel do Oeste,MONDAÍ,BAIRRO URUGUAI,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,62,0,0,0,0
ARM 436510/24,Concórdia,XAVANTINA,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,26,0,0,0,0
ARM 436509/24,Concórdia,SEARA,VILA ESPERANÇA,Residência,ARM - Armadilha,Armadilha,23/12/2024,02/01/2025,06/01/2025,67,0,0,0,0
ARM 436508/24,Concórdia,SEARA,BAIRRO INDUSTRIAL,Outros,ARM - Armadilha,Armadilha,23/12/2024,02/01/2025,06/01/2025,14,0,0,0,0
ARM 436507/24,Concórdia,SEARA,BAIRRO INDUSTRIAL,Comércio,ARM - Armadilha,Armadilha,23/12/2024,02/01/2025,06/01/2025,20,0,0,0,0
ARM 436506/24,Concórdia,SEARA,SÃO JOÃO,Outros,ARM - Armadilha,Armadilha,30/12/2024,03/01/2025,06/01/2025,10,0,0,0,0
ARM 436505/24,Concórdia,SEARA,SÃO JOÃO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,03/01/2025,06/01/2025,22,0,0,0,0
ARM 436504/24,Concórdia,SEARA,SÃO JOÃO,Residência,ARM - Armadilha,Armadilha,30/12/2024,03/01/2025,06/01/2025,70,0,0,0,0
ARM 436503/24,Concórdia,SEARA,SÃO JOÃO,Outros,ARM - Armadilha,Armadilha,30/12/2024,03/01/2025,06/01/2025,16,0,0,0,0
ARM 436497/24,Joaçaba,JOAÇABA,BELA VISTA,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,7,0,0,0,0
ARM 436492/24,Joaçaba,JOAÇABA,SANTA TEREZA,Outros,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,19,0,0,0,0
ID 436485/24,Joaçaba,JOAÇABA,CENTRO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,26/12/2024,06/01/2025,06/01/2025,1,0,0,0,0
ID 436484/24,Joaçaba,JOAÇABA,CENTRO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,26/12/2024,06/01/2025,06/01/2025,5,0,0,0,0
ID 436483/24,Joaçaba,JOAÇABA,CENTRO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,27/12/2024,06/01/2025,06/01/2025,6,0,0,0,0
ID 436482/24,Joaçaba,JOAÇABA,CENTRO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,27/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436481/24,Joaçaba,JOAÇABA,ANZOLIN,Residência,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,14,0,0,0,0
ARM 436480/24,Joaçaba,JOAÇABA,FLOR DA SERRA,Residência,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,20,0,0,0,0
ARM 436479/24,Joaçaba,JOAÇABA,FLOR DA SERRA,Residência,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,1,0,0,0,0
ARM 436478/24,Joaçaba,JOAÇABA,FLOR DA SERRA,Residência,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,20,0,0,0,0
ARM 436477/24,Concórdia,SEARA,BELA VISTA,Outros,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,16,0,0,0,0
ARM 436474/24,Concórdia,SEARA,BAIRRO INDUSTRIAL,Residência,ARM - Armadilha,Armadilha,30/12/2024,03/01/2025,06/01/2025,20,0,0,0,0
RA 436469/24,Tubarão,SÃO LUDGERO,PARQUE DAS ACÁCIAS,Outros,B - Pequenos depósitos móveis,Revisão da Área,20/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436468/24,Concórdia,SEARA,BAIRRO INDUSTRIAL,Outros,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,26,0,0,0,0
ARM 436464/24,Joaçaba,CAMPOS NOVOS,SÃO SEBASTIÃO,Outros,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,8,0,0,0,0
ARM 436460/24,Concórdia,SEARA,BAIRRO INDUSTRIAL,Comércio,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,1,0,0,0,0
ARM 436452/24,Concórdia,SEARA,SÃO DANIEL,Residência,ARM - Armadilha,Armadilha,30/12/2024,03/01/2025,06/01/2025,20,0,0,0,0
ARM 436441/24,Videira,CAÇADOR,MARTELLO,Comércio,ARM - Armadilha,Armadilha,27/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436429/24,Joaçaba,LUZERNA,VILA NOVA,Residência,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,27,0,0,0,0
ARM 436427/24,Joaçaba,LUZERNA,PORTAL DAS FLORES,Residência,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,3,0,0,0,0
ARM 436426/24,Joaçaba,LUZERNA,CENTRO,Comércio,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,17,0,0,0,0
ARM 436425/24,Joaçaba,LUZERNA,CENTRO,Outros,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,3,0,0,0,0
ARM 436424/24,Joaçaba,LUZERNA,CENTRO,Outros,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,3,0,0,0,0
ARM 436423/24,Joaçaba,LUZERNA,CENTRO,Outros,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,8,0,0,0,0
ARM 436422/24,Joaçaba,LUZERNA,VILA ALEMANHA,Residência,ARM - Armadilha,Armadilha,26/12/2024,06/01/2025,06/01/2025,5,0,10,0,0
ARM 436421/24,Joaçaba,TREZE TÍLIAS,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436420/24,Joaçaba,TREZE TÍLIAS,SANTA CATARINA,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,12,0,0,0,0
ARM 436411/24,São Miguel do Oeste,GUARACIABA,BAIRRO TURRA,Residência,ARM - Armadilha,Armadilha,30/12/2024,03/01/2025,06/01/2025,1,0,0,0,0
ARM 436410/24,São Miguel do Oeste,SANTA HELENA,CIDADE (CENTRO),Outros,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,35,0,0,0,0
ARM 436409/24,São Miguel do Oeste,SANTA HELENA,CIDADE (CENTRO),Outros,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,6,0,0,0,0
ARM 436408/24,São Miguel do Oeste,SANTA HELENA,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,8,0,0,0,0
ARM 436407/24,São Miguel do Oeste,PRINCESA,CIDADE (CENTRO),Comércio,ARM - Armadilha,Armadilha,31/12/2024,06/01/2025,06/01/2025,4,0,0,0,0
ARM 436406/24,São Miguel do Oeste,SÃO JOÃO DO OESTE,BEATO ROQUE,Residência,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,10,0,0,0,0
PE 436405/24,Joinville,JOINVILLE,VILA CUBATÃO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,17/12/2024,17/12/2024,17/12/2024,8,0,10,0,0
ARM 436404/24,São Miguel do Oeste,SÃO JOÃO DO OESTE,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,11,0,0,0,0
ARM 436401/24,São Miguel do Oeste,SÃO JOÃO DO OESTE,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,5,0,0,0,0
ARM 436399/24,São Miguel do Oeste,SÃO JOÃO DO OESTE,LINHA CRISTO REI,Comércio,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,10,0,0,0,0
ARM 436396/24,São Miguel do Oeste,ROMELÂNDIA,CENTRO,Outros,ARM - Armadilha,Armadilha,30/12/2024,02/01/2025,06/01/2025,19,0,0,0,0
ARM 436390/24,Araranguá,SOMBRIO,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,19/12/2024,26/12/2024,06/01/2025,19,0,0,0,0
ARM 436384/24,Xanxerê,ABELARDO LUZ,APARECIDA,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,9,0,0,0,0
ARM 436381/24,Xanxerê,ABELARDO LUZ,BEIRA RIO,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,17,0,0,0,0
ARM 436380/24,Xanxerê,ABELARDO LUZ,VILA CERES,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,18,0,0,0,0
ARM 436376/24,Xanxerê,ABELARDO LUZ,SANTA LUZIA,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,109,0,0,0,0
ARM 436374/24,Xanxerê,ABELARDO LUZ,JARDIM AMÉRICA,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,4,0,0,0,0
ARM 436373/24,Xanxerê,ABELARDO LUZ,CENTRO,Comércio,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,1,0,0,0,0
ARM 436372/24,Xanxerê,ABELARDO LUZ,INDUSTRIAL,Outros,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,13,0,0,0,0
ARM 436371/24,Xanxerê,ABELARDO LUZ,VILA SAO PEDRO,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436370/24,São Miguel do Oeste,SÃO MIGUEL DA BOA VISTA,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,30/12/2024,1,0,0,0,0
ARM 436369/24,São Miguel do Oeste,SÃO MIGUEL DA BOA VISTA,CIDADE (CENTRO),Comércio,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,30/12/2024,3,0,0,0,0
ARM 436368/24,Joinville,GARUVA,CENTRO,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436367/24,Xanxerê,ABELARDO LUZ,ARTUR ANDREIS,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,4,0,0,0,0
ARM 436366/24,Joinville,GARUVA,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436365/24,São Miguel do Oeste,SÃO MIGUEL DA BOA VISTA,LINHA CADEADO,Outros,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,30/12/2024,11,0,0,0,0
ARM 436363/24,Joinville,GARUVA,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436362/24,Joinville,GARUVA,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,7,0,0,0,0
ARM 436360/24,São Miguel do Oeste,GUARUJÁ DO SUL,BAIRRO SULINA,Outros,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,30/12/2024,4,0,0,0,0
ARM 436358/24,São Miguel do Oeste,GUARUJÁ DO SUL,BAIRRO CHÁCARA TROPICAL,Residência,ARM - Armadilha,Armadilha,30/12/2024,30/12/2024,30/12/2024,6,0,0,0,0
ARM 436356/24,Joinville,GARUVA,URUBUQUARA,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,12,0,0,0,0
ARM 436355/24,Joinville,GARUVA,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,3,0,0,0,0
ARM 436354/24,São Miguel do Oeste,MARAVILHA,NOVO BAIRRO,Residência,ARM - Armadilha,Armadilha,23/12/2024,30/12/2024,30/12/2024,10,0,0,0,0
ARM 436353/24,Joinville,GARUVA,CENTRO,Outros,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,8,0,0,0,0
ARM 436352/24,Joinville,GARUVA,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,32,0,0,0,0
ARM 436351/24,São Miguel do Oeste,MARAVILHA,MADALOZZO,Outros,ARM - Armadilha,Armadilha,23/12/2024,30/12/2024,30/12/2024,15,0,0,0,0
ARM 436350/24,Joinville,GARUVA,CENTRO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,9,0,0,0,0
ARM 436349/24,São Miguel do Oeste,MARAVILHA,UNIÃO,Residência,ARM - Armadilha,Armadilha,23/12/2024,30/12/2024,30/12/2024,10,0,0,0,0
ARM 436348/24,Joinville,GARUVA,CENTRO,Outros,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,9,0,0,0,0
ARM 436347/24,São Miguel do Oeste,MARAVILHA,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,23/12/2024,30/12/2024,30/12/2024,11,0,0,0,0
ARM 436346/24,São Miguel do Oeste,MARAVILHA,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,23/12/2024,30/12/2024,30/12/2024,10,0,0,0,0
ARM 436345/24,São Miguel do Oeste,MARAVILHA,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,23/12/2024,30/12/2024,30/12/2024,5,0,0,0,0
ARM 436344/24,São Miguel do Oeste,MARAVILHA,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,23/12/2024,30/12/2024,30/12/2024,7,0,0,0,0
ARM 436342/24,São Miguel do Oeste,MONDAÍ,BAIRRO FLORESTA,Comércio,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,33,0,0,0,0
ARM 436340/24,São Miguel do Oeste,MONDAÍ,BAIRRO CAPIVARA,Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,31,0,0,0,0
ARM 436339/24,São Miguel do Oeste,MONDAÍ,CENTRO,Comércio,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,10,0,10,0,0
ARM 436338/24,São Miguel do Oeste,MONDAÍ,BAIRRO ANTAS,Outros,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,26,0,0,0,0
ARM 436337/24,São Miguel do Oeste,MONDAÍ,BAIRRO ANTAS,Comércio,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,10,0,0,0,0
ARM 436336/24,São Miguel do Oeste,MONDAÍ,MORADA DO SOL,Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,22,0,0,0,0
ARM 436335/24,São Miguel do Oeste,SANTA HELENA,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,26/12/2024,26/12/2024,30/12/2024,56,0,0,0,0
ARM 436334/24,Chapecó,SERRA ALTA,SÃO MIGUEL,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436333/24,São Miguel do Oeste,SANTA HELENA,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,26/12/2024,26/12/2024,30/12/2024,1,0,0,0,0
ARM 436332/24,São Miguel do Oeste,SANTA HELENA,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,26/12/2024,26/12/2024,30/12/2024,8,0,0,0,0
ARM 436331/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,ALTA COLINA,Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,10,0,0,0,0
ARM 436330/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,BAIRRO JACOSKI,Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,12,0,0,0,0
ARM 436329/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,SÃO DOMINGOS,Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,10,0,0,0,0
ARM 436328/24,Chapecó,NOVA ERECHIM,COLINA DO SOL,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436327/24,Chapecó,NOVA ERECHIM,CENTRO,Outros,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,23,0,0,0,0
ARM 436326/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CIDADE (CENTRO),Outros,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,9,0,0,0,0
ARM 436325/24,Chapecó,CORONEL FREITAS,FRANCISCO MILANI,Residência,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,4,0,0,0,0
ARM 436324/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,8,0,0,0,0
ARM 436323/24,Chapecó,CORONEL FREITAS,GRAMBEL,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,7,0,0,0,0
ARM 436322/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,9,0,0,0,0
ARM 436319/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CIDADE (CENTRO),Outros,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,13,0,0,0,0
ARM 436318/24,Chapecó,CORONEL FREITAS,FLORESTA II,Residência,ARM - Armadilha,Armadilha,23/12/2024,06/01/2025,06/01/2025,5,0,0,0,0
ARM 436317/24,São José,NOVA TRENTO,ESPRAIADO,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,10,0,0,0,0
ARM 436316/24,São Miguel do Oeste,SÃO JOÃO DO OESTE,LINHA CRISTO REI,Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,10,0,0,0,0
ARM 436315/24,São Miguel do Oeste,SÃO JOÃO DO OESTE,BEATO ROQUE,Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,13,0,0,0,0
ARM 436314/24,São Miguel do Oeste,SÃO JOÃO DO OESTE,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,2,0,0,0,0
ARM 436313/24,São Miguel do Oeste,SÃO JOÃO DO OESTE,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,23/12/2024,26/12/2024,30/12/2024,10,0,0,0,0
ARM 436312/24,São Miguel do Oeste,SAUDADES,INDUSTRIAL,Comércio,ARM - Armadilha,Armadilha,23/12/2024,24/12/2024,30/12/2024,2,0,0,0,0
ARM 436311/24,São Miguel do Oeste,SAUDADES,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,23/12/2024,24/12/2024,30/12/2024,63,0,0,0,0
ARM 436310/24,São Miguel do Oeste,SAUDADES,REUTER,Residência,ARM - Armadilha,Armadilha,23/12/2024,24/12/2024,30/12/2024,7,0,0,0,0
ARM 436309/24,São Miguel do Oeste,BANDEIRANTE,CIDADE (CENTRO),Comércio,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,30/12/2024,3,0,0,0,0
ARM 436307/24,São Miguel do Oeste,BELMONTE,CIDADE (CENTRO),Comércio,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,30/12/2024,6,0,0,0,0
ARM 436306/24,São Miguel do Oeste,MODELO,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,30/12/2024,6,0,0,0,0
ARM 436305/24,São Miguel do Oeste,MODELO,LARANJEIRAS,Residência,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,30/12/2024,56,0,0,0,0
ARM 436304/24,São Miguel do Oeste,MODELO,LARANJEIRAS,Outros,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,30/12/2024,89,0,0,0,0
ARM 436303/24,São Miguel do Oeste,MODELO,INDUSTRIAL,Outros,ARM - Armadilha,Armadilha,23/12/2024,23/12/2024,30/12/2024,4,0,0,0,0
ARM 436300/24,São José,NOVA TRENTO,CLARAÍBA,Comércio,ARM - Armadilha,Armadilha,30/12/2024,06/01/2025,06/01/2025,6,0,0,0,0
