Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/04/2024 a 31/07/2024,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ID 410033/24,São José,FLORIANÓPOLIS,RIO TAVARES,B - Pequenos depósitos móveis,Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,10,0,0,0,0
ID 410032/24,São José,FLORIANÓPOLIS,RIO TAVARES,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,8,0,0,0,0
ARM 410031/24,Blumenau,BLUMENAU,FORTALEZA ALTA,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,10,0,0,0,0
ID 410030/24,São José,FLORIANÓPOLIS,RIO TAVARES,B - Pequenos depósitos móveis,Investigação de Denúncia,06/06/2024,11/06/2024,11/06/2024,6,0,0,0,0
ID 410029/24,São José,FLORIANÓPOLIS,RIO TAVARES,B - Pequenos depósitos móveis,Investigação de Denúncia,06/06/2024,11/06/2024,11/06/2024,4,0,0,0,0
ARM 410028/24,Blumenau,BLUMENAU,FORTALEZA,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,10,0,0,0,0
ID 410027/24,São José,FLORIANÓPOLIS,RIO TAVARES,B - Pequenos depósitos móveis,Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,30,0,0,0,0
ID 410026/24,São José,FLORIANÓPOLIS,RIO TAVARES,B - Pequenos depósitos móveis,Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,4,0,0,0,0
ARM 410025/24,Blumenau,BLUMENAU,FORTALEZA,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,6,0,0,0,0
ID 410024/24,São José,FLORIANÓPOLIS,RIO TAVARES,B - Pequenos depósitos móveis,Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,6,0,0,0,0
ARM 410023/24,São José,PALHOÇA,ARIRIU,ARM - Armadilha,Armadilha,10/06/2024,11/06/2024,11/06/2024,10,0,0,0,0
ARM 410022/24,Blumenau,BLUMENAU,TRIBESS,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,1,0,0,0,0
ARM 410021/24,Blumenau,BLUMENAU,TRIBESS,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,3,0,0,0,0
ARM 410020/24,Blumenau,BLUMENAU,VALPARAISO,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,1,0,0,0,0
PE 410019/24,São Miguel do Oeste,MARAVILHA,CENTRO,B - Pequenos depósitos móveis,Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,10,0,0,0,0
PE 410018/24,São Miguel do Oeste,MARAVILHA,CENTRO,B - Pequenos depósitos móveis,Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,8,0,0,0,0
PE 410017/24,São Miguel do Oeste,MARAVILHA,CENTRO,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,10,0,0,0,0
ID 410016/24,Tubarão,SÃO LUDGERO,BELA VISTA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,07/06/2024,07/06/2024,11/06/2024,8,0,0,0,0
ID 410015/24,São José,FLORIANÓPOLIS,SANTA MONICA,B - Pequenos depósitos móveis,Investigação de Denúncia,06/06/2024,11/06/2024,11/06/2024,3,0,0,0,0
ID 410014/24,São José,FLORIANÓPOLIS,SANTA MONICA,B - Pequenos depósitos móveis,Investigação de Denúncia,06/06/2024,11/06/2024,11/06/2024,2,0,0,0,0
PE 410013/24,Tubarão,SÃO LUDGERO,BELA VISTA,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,07/06/2024,07/06/2024,11/06/2024,9,0,1,0,0
ID 410012/24,São José,FLORIANÓPOLIS,SANTA MONICA,B - Pequenos depósitos móveis,Investigação de Denúncia,06/06/2024,11/06/2024,11/06/2024,6,0,0,0,0
ID 410011/24,São José,FLORIANÓPOLIS,SANTA MONICA,C - Depósitos Fixos,Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,5,0,0,0,0
ARM 410010/24,Blumenau,BLUMENAU,VALPARAISO,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,2,0,0,0,0
ID 410009/24,São José,FLORIANÓPOLIS,SANTA MONICA,B - Pequenos depósitos móveis,Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,5,0,0,0,0
ARM 410008/24,Blumenau,BLUMENAU,VALPARAISO,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,3,0,0,0,0
ID 410007/24,São José,FLORIANÓPOLIS,CORREGO GRANDE,C - Depósitos Fixos,Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,6,0,0,0,0
ID 410006/24,São José,FLORIANÓPOLIS,CORREGO GRANDE,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,07/06/2024,11/06/2024,11/06/2024,6,0,0,0,0
ARM 410005/24,Blumenau,BLUMENAU,BOM RETIRO,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,2,0,0,0,0
PE 410004/24,São José,FLORIANÓPOLIS,AGRONOMICA,B - Pequenos depósitos móveis,Ponto Estratégico,07/06/2024,11/06/2024,11/06/2024,3,0,0,0,0
ARM 410003/24,Blumenau,BLUMENAU,SALTO WEISSBACH,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,22,0,0,0,0
PE 410002/24,São José,FLORIANÓPOLIS,INGLESES,B - Pequenos depósitos móveis,Ponto Estratégico,07/06/2024,11/06/2024,11/06/2024,8,0,0,0,0
ARM 410001/24,Blumenau,BLUMENAU,VELHA,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,10,0,0,0,0
PE 410000/24,São José,FLORIANÓPOLIS,JARDIM ATLÂNTICO,B - Pequenos depósitos móveis,Ponto Estratégico,10/06/2024,11/06/2024,11/06/2024,4,0,0,0,0
ARM 409999/24,Blumenau,BLUMENAU,VELHA,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,23,0,0,0,0
ID 409998/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,B - Pequenos depósitos móveis,Investigação de Denúncia,08/06/2024,11/06/2024,11/06/2024,10,0,0,0,0
ID 409997/24,São José,FLORIANÓPOLIS,CANASVIEIRAS,A2 - Outros depósitos de armazenamento de água,Investigação de Denúncia,08/06/2024,11/06/2024,11/06/2024,2,0,0,0,0
ARM 409996/24,Blumenau,BLUMENAU,VELHA,ARM - Armadilha,Armadilha,03/04/2024,04/04/2024,04/04/2024,3,0,0,0,0
ARM 409995/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA BAEPENDI,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,22,0,0,0,0
ARM 409994/24,Jaraguá do Sul,JARAGUÁ DO SUL,ILHA DA FIGUEIRA,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,28,0,0,0,0
ARM 409993/24,Jaraguá do Sul,JARAGUÁ DO SUL,ILHA DA FIGUEIRA,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,19,0,0,0,0
ARM 409992/24,Jaraguá do Sul,JARAGUÁ DO SUL,ILHA DA FIGUEIRA,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,8,0,0,0,0
ARM 409991/24,Jaraguá do Sul,GUARAMIRIM,ESCOLINHA,ARM - Armadilha,Armadilha,07/06/2024,10/06/2024,11/06/2024,44,0,0,0,0
ARM 409990/24,Jaraguá do Sul,JARAGUÁ DO SUL,ILHA DA FIGUEIRA,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,7,0,0,0,0
ARM 409989/24,Jaraguá do Sul,JARAGUÁ DO SUL,ILHA DA FIGUEIRA,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,16,0,5,0,0
ARM 409988/24,Jaraguá do Sul,JARAGUÁ DO SUL,CZERNIEWICZ,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,5,0,0,0,0
ARM 409987/24,Jaraguá do Sul,GUARAMIRIM,CORTICEIRA,ARM - Armadilha,Armadilha,07/06/2024,10/06/2024,11/06/2024,9,0,1,0,0
ARM 409986/24,Jaraguá do Sul,JARAGUÁ DO SUL,CENTRO,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,7,0,0,0,0
ARM 409985/24,Jaraguá do Sul,JARAGUÁ DO SUL,CENTRO,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,9,0,2,0,0
ARM 409984/24,Joaçaba,CATANDUVAS,CIDADE JARDIM,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,1,0,0,0,0
ARM 409983/24,Joaçaba,CATANDUVAS,ERVATEIRA MATEVEL - VERDINHA,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,7,0,0,0,0
ARM 409982/24,Joaçaba,CATANDUVAS,CENTRO OESTE,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,2,0,0,0,0
ARM 409981/24,Joaçaba,CATANDUVAS,CENTRO OESTE,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,9,0,0,0,0
ARM 409980/24,São José,GOVERNADOR CELSO RAMOS,CANTO DOS GANCHOS,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,1,0,9,0,0
PE 409979/24,São José,GOVERNADOR CELSO RAMOS,CANTO DOS GANCHOS,B - Pequenos depósitos móveis,Ponto Estratégico,07/06/2024,10/06/2024,03/06/2024,1,0,6,0,0
ID 409978/24,Lages,OTACÍLIO COSTA,SANTA CATARINA,B - Pequenos depósitos móveis,Investigação de Denúncia,04/06/2024,11/06/2024,11/06/2024,0,1,0,0,0
PE 409977/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SANTA RITA,C - Depósitos Fixos,Ponto Estratégico,10/06/2024,10/06/2024,10/06/2024,2,0,0,0,0
ARM 409976/24,Itajaí,ILHOTA,CENTRO,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,9,0,0,0,0
ARM 409975/24,Itajaí,ILHOTA,CENTRO,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,3,0,0,0,0
PE 409974/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SAO LUIZ,B - Pequenos depósitos móveis,Ponto Estratégico,10/06/2024,10/06/2024,10/06/2024,6,0,0,0,0
ARM 409973/24,Joaçaba,ZORTÉA,MENEGAZ,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,3,0,0,0,0
ARM 409972/24,Joaçaba,ZORTÉA,MENEGAZ,ARM - Armadilha,Armadilha,10/06/2024,10/06/2024,10/06/2024,15,0,0,0,0
PE 409971/24,Chapecó,QUILOMBO,ASEHAQ,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,2,0,0,0,0
PE 409970/24,Chapecó,QUILOMBO,ASEHAQ,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,2,0,0,0,0
PE 409969/24,Chapecó,QUILOMBO,BAIRRO COOPER,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,6,0,0,0,0
PE 409968/24,Chapecó,QUILOMBO,BAIRRO COOPER,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,1,0,0,0,0
PE 409967/24,Chapecó,QUILOMBO,BAIRRO COOPER,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,2,0,0,0,0
ID 409966/24,São José,SÃO JOSÉ,SANTOS DUMONT,B - Pequenos depósitos móveis,Investigação de Denúncia,06/06/2024,07/06/2024,07/06/2024,5,0,0,0,0
PE 409965/24,São José,SÃO JOSÉ,SERRARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,07/06/2024,07/06/2024,1,0,0,0,0
PE 409964/24,São José,SÃO JOSÉ,SERRARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,07/06/2024,07/06/2024,8,0,0,0,0
PE 409963/24,São José,SÃO JOSÉ,BARREIROS,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,07/06/2024,07/06/2024,5,0,0,0,0
ID 409962/24,São José,SÃO JOSÉ,JARDIM ZANELLATO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,08/06/2024,10/06/2024,10/06/2024,7,0,0,0,0
PE 409961/24,São José,SÃO JOSÉ,AREIAS,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,07/06/2024,10/06/2024,10/06/2024,10,0,0,0,0
PE 409960/24,Itajaí,ITAPEMA,ILHOTA,B - Pequenos depósitos móveis,Ponto Estratégico,06/06/2024,07/06/2024,07/06/2024,10,0,0,0,0
PE 409959/24,São José,SÃO JOSÉ,AREIAS,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/06/2024,10/06/2024,10/06/2024,2,0,0,0,0
ARM 409958/24,Itajaí,ITAPEMA,MEIA PRAIA,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,14,0,0,0,0
PVE 409957/24,Blumenau,GASPAR,BELCHIOR ALTO,D1 - Pneus e outros materiais rodantes,Pesquisa Vetorial Especial,07/06/2024,10/06/2024,10/06/2024,2,0,1,0,0
ARM 409956/24,Itajaí,ITAPEMA,TABULEIRO,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,3,0,0,0,0
ARM 409955/24,Itajaí,ITAPEMA,VARZEA,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,4,0,0,0,0
PE 409954/24,São José,BIGUAÇU,SÃO MIGUEL,B - Pequenos depósitos móveis,Ponto Estratégico,07/06/2024,10/06/2024,10/06/2024,3,0,0,0,0
ARM 409953/24,São José,BIGUAÇU,PRADO,ARM - Armadilha,Armadilha,06/06/2024,10/06/2024,10/06/2024,10,0,0,0,0
DF 409952/24,Araranguá,ARARANGUÁ,POLICIA RODOVIARIA,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,05/06/2024,06/06/2024,06/06/2024,10,0,0,0,0
DF 409951/24,Araranguá,ARARANGUÁ,POLICIA RODOVIARIA,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,06/06/2024,06/06/2024,06/06/2024,6,0,4,0,0
DF 409950/24,Araranguá,ARARANGUÁ,POLICIA RODOVIARIA,B - Pequenos depósitos móveis,Delimitação de Foco,06/06/2024,06/06/2024,06/06/2024,3,0,0,0,0
DF 409949/24,Araranguá,ARARANGUÁ,POLICIA RODOVIARIA,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,06/06/2024,06/06/2024,06/06/2024,6,0,4,0,0
DF 409948/24,Araranguá,ARARANGUÁ,POLICIA RODOVIARIA,B - Pequenos depósitos móveis,Delimitação de Foco,06/06/2024,06/06/2024,06/06/2024,10,0,0,0,0
ID 409947/24,Blumenau,INDAIAL,BAIRRO DOS ESTADOS,A2 - Outros depósitos de armazenamento de água,Investigação de Denúncia,10/06/2024,10/06/2024,10/06/2024,6,0,0,0,0
ID 409946/24,São José,FLORIANÓPOLIS,CAPIVARI,B - Pequenos depósitos móveis,Investigação de Denúncia,07/06/2024,10/06/2024,10/06/2024,3,0,0,0,0
ID 409945/24,São José,FLORIANÓPOLIS,CAPIVARI,E - Depósitos naturais,Investigação de Denúncia,07/06/2024,10/06/2024,10/06/2024,1,0,0,0,0
PE 409944/24,São José,FLORIANÓPOLIS,ITACORUBI,B - Pequenos depósitos móveis,Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,10,0,0,0,0
PE 409943/24,São José,FLORIANÓPOLIS,CAPIVARI,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/06/2024,10/06/2024,10/06/2024,3,0,0,0,0
PE 409942/24,São José,TIJUCAS,PRAÇA,B - Pequenos depósitos móveis,Ponto Estratégico,05/06/2024,05/06/2024,10/06/2024,2,0,0,0,0
PE 409941/24,São José,TIJUCAS,PRAÇA,B - Pequenos depósitos móveis,Ponto Estratégico,05/06/2024,05/06/2024,10/06/2024,10,0,0,0,0
PE 409940/24,Blumenau,INDAIAL,BAIRRO NAÇÕES,B - Pequenos depósitos móveis,Ponto Estratégico,07/06/2024,07/06/2024,10/06/2024,10,0,0,0,0
ID 409939/24,Blumenau,INDAIAL,ESTRADA DAS AREIAS,A2 - Outros depósitos de armazenamento de água,Investigação de Denúncia,07/06/2024,07/06/2024,10/06/2024,1,0,0,0,0
PVE 409938/24,Rio do Sul,IBIRAMA,OPERARIO,A2 - Outros depósitos de armazenamento de água,Pesquisa Vetorial Especial,07/06/2024,07/06/2024,10/06/2024,1,0,18,0,0
ARM 409935/24,São José,PALHOÇA,PRAIA DE FORA,ARM - Armadilha,Armadilha,07/06/2024,10/06/2024,10/06/2024,7,0,0,0,0
ARM 409934/24,São José,PALHOÇA,PACHECOS,ARM - Armadilha,Armadilha,07/06/2024,10/06/2024,10/06/2024,10,0,0,0,0
ARM 409933/24,São José,PALHOÇA,PACHECOS,ARM - Armadilha,Armadilha,07/06/2024,10/06/2024,10/06/2024,10,0,0,0,0
ARM 409932/24,Jaraguá do Sul,GUARAMIRIM,AVAÍ,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,10/06/2024,6,0,0,0,0
ARM 409931/24,Jaraguá do Sul,GUARAMIRIM,AMIZADE,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,10/06/2024,3,0,1,0,0
ARM 409930/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA LALAU,ARM - Armadilha,Armadilha,07/06/2024,07/06/2024,07/06/2024,26,0,0,0,0
ARM 409929/24,Jaraguá do Sul,JARAGUÁ DO SUL,CENTENÁRIO,ARM - Armadilha,Armadilha,07/06/2024,07/06/2024,07/06/2024,18,0,0,0,0
PE 409928/24,Joinville,JOINVILLE,VILA CUBATÃO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/06/2024,04/06/2024,04/06/2024,6,0,0,0,0
ID 409927/24,Joinville,ARAQUARI,CENTRO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,06/06/2024,07/06/2024,07/06/2024,24,0,0,0,0
ARM 409926/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,1,0,0,0,0
ARM 409925/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,7,0,0,0,0
ARM 409924/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,07/06/2024,20,0,0,0,0
ARM 409923/24,Joinville,ARAQUARI,VOLTA REDONDA,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,17,0,0,0,0
ARM 409922/24,Joinville,ARAQUARI,RAINHA,ARM - Armadilha,Armadilha,05/06/2024,07/06/2024,07/06/2024,10,0,0,0,0
ARM 409921/24,Joinville,ARAQUARI,AREIAS PEQUENAS,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,12,0,0,0,0
ARM 409920/24,Joinville,ARAQUARI,AREIAS PEQUENAS,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,8,0,0,0,0
ARM 409919/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,07/06/2024,2,0,0,0,0
ARM 409918/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,07/06/2024,7,0,0,0,0
ARM 409917/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,05/06/2024,07/06/2024,07/06/2024,2,0,0,0,0
ARM 409916/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,05/06/2024,07/06/2024,07/06/2024,5,0,0,0,0
ARM 409915/24,Joinville,ARAQUARI,PORTO GRANDE,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,07/06/2024,1,0,0,0,0
ARM 409914/24,Joinville,ARAQUARI,PORTO GRANDE,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,07/06/2024,1,0,0,0,0
ARM 409913/24,Joinville,ARAQUARI,AREIAS PEQUENAS,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,13,0,0,0,0
ARM 409912/24,Joinville,ARAQUARI,MORRO GRANDE,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,1,0,0,0,0
ARM 409911/24,Joinville,ARAQUARI,MORRO GRANDE,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,6,0,0,0,0
ARM 409910/24,Joinville,ARAQUARI,CORVETA,ARM - Armadilha,Armadilha,05/06/2024,07/06/2024,07/06/2024,8,0,0,0,0
ARM 409909/24,Joinville,ARAQUARI,CORVETA,ARM - Armadilha,Armadilha,05/06/2024,07/06/2024,07/06/2024,1,0,0,0,0
ARM 409908/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,29/05/2024,07/06/2024,07/06/2024,18,0,0,0,0
ARM 409907/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,29/05/2024,07/06/2024,07/06/2024,20,0,0,0,0
ARM 409906/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,29/05/2024,07/06/2024,07/06/2024,10,0,0,0,0
ARM 409905/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,29/05/2024,07/06/2024,07/06/2024,20,0,0,0,0
ARM 409904/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,29/05/2024,07/06/2024,07/06/2024,6,0,0,0,0
ARM 409903/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,29/05/2024,07/06/2024,07/06/2024,20,0,0,0,0
ARM 409902/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,29/05/2024,07/06/2024,07/06/2024,14,0,0,0,0
ARM 409901/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,1,0,0,0,0
PE 409900/24,Mafra,PORTO UNIÃO,BAIRRO SAO PEDRO,B - Pequenos depósitos móveis,Ponto Estratégico,05/06/2024,05/06/2024,07/06/2024,9,0,0,0,0
ARM 409899/24,Joinville,ARAQUARI,CENTRO,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,20,0,0,0,0
ARM 409898/24,Mafra,PORTO UNIÃO,BAIRRO BELA VISTA,ARM - Armadilha,Armadilha,03/06/2024,03/06/2024,07/06/2024,20,0,0,0,0
ARM 409897/24,Itajaí,PENHA,PRAIA DA ARMACAO,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,3,0,0,0,0
ARM 409896/24,Itajaí,PENHA,SANTA LIDIA,ARM - Armadilha,Armadilha,05/06/2024,07/06/2024,07/06/2024,6,0,0,0,0
ARM 409895/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,7,0,0,0,0
ARM 409894/24,Itajaí,PENHA,PRAIA DA ARMACAO,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,2,0,0,0,0
ARM 409893/24,Itajaí,PENHA,PRAIA DA ARMACAO,ARM - Armadilha,Armadilha,04/06/2024,08/06/2024,08/06/2024,4,0,0,0,0
ARM 409892/24,Itajaí,PENHA,PRAIA DA ARMACAO,ARM - Armadilha,Armadilha,04/06/2024,08/06/2024,08/06/2024,6,0,0,0,0
ARM 409891/24,Itajaí,PENHA,GRAVATÁ,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,3,0,0,0,0
ARM 409890/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,20,0,0,0,0
ARM 409889/24,Itajaí,PENHA,GRAVATÁ,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,6,0,0,0,0
ARM 409888/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,1,0,0,0,0
ARM 409887/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,05/06/2024,07/06/2024,07/06/2024,20,0,0,0,0
PE 409886/24,Mafra,MONTE CASTELO,SÃO JOÃO MARIA AGOSTINI,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/06/2024,07/06/2024,07/06/2024,2,0,0,0,0
ARM 409885/24,Joinville,ARAQUARI,ITINGA,ARM - Armadilha,Armadilha,05/06/2024,07/06/2024,07/06/2024,12,0,0,0,0
ARM 409884/24,Joinville,ARAQUARI,PORTO GRANDE,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,07/06/2024,2,0,0,0,0
ARM 409883/24,Itajaí,CAMBORIÚ,CIDADE (CENTRO),ARM - Armadilha,Armadilha,03/06/2024,03/06/2024,04/06/2024,10,0,0,0,0
ARM 409882/24,Itajaí,PENHA,GRAVATÁ,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,2,0,0,0,0
ARM 409881/24,Joinville,ARAQUARI,PORTO GRANDE,ARM - Armadilha,Armadilha,06/06/2024,07/06/2024,07/06/2024,20,0,0,0,0
ARM 409880/24,Itajaí,PENHA,CENTRO,ARM - Armadilha,Armadilha,04/06/2024,07/06/2024,07/06/2024,2,0,0,0,0
ARM 409879/24,Itajaí,CAMBORIÚ,CIDADE (CENTRO),ARM - Armadilha,Armadilha,03/06/2024,03/06/2024,04/06/2024,10,0,0,0,0
ARM 409878/24,Itajaí,PENHA,CENTRO,ARM - Armadilha,Armadilha,04/06/2024,08/06/2024,08/06/2024,2,0,0,0,0
ARM 409877/24,Itajaí,PENHA,CENTRO,ARM - Armadilha,Armadilha,03/06/2024,03/06/2024,07/06/2024,3,0,0,0,0
ARM 409876/24,Itajaí,PENHA,CENTRO,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,10,0,0,0,0
ARM 409875/24,Itajaí,PENHA,NOSSA SENHORA DE FÁTIMA,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,17,0,0,0,0
ARM 409874/24,Itajaí,PENHA,NOSSA SENHORA DE FÁTIMA,ARM - Armadilha,Armadilha,03/06/2024,07/06/2024,07/06/2024,2,0,0,0,0
ARM 409873/24,Itajaí,CAMBORIÚ,CONDE VILA VERDE,ARM - Armadilha,Armadilha,03/06/2024,03/06/2024,04/06/2024,10,0,0,0,0
