Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/03/2023 a 31/03/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 329474/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,10,0,0,0,0
DF 329469/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,21/03/2023,22/03/2023,24/03/2023,6,0,0,0,0
DF 329466/23,Blumenau,BLUMENAU,Outros,C - Depósitos Fixos,Delimitação de Foco,21/03/2023,22/03/2023,24/03/2023,1,0,0,0,0
DF 329462/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,22/03/2023,23/03/2023,24/03/2023,1,0,0,0,0
DF 329460/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,22/03/2023,24/03/2023,24/03/2023,6,0,0,0,0
PVE 329459/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Pesquisa Vetorial Especial,22/03/2023,24/03/2023,24/03/2023,3,0,0,0,0
PVE 329457/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Pesquisa Vetorial Especial,21/03/2023,22/03/2023,22/03/2023,2,0,0,0,0
PVE 329454/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Pesquisa Vetorial Especial,15/03/2023,20/03/2023,21/03/2023,1,0,0,0,0
PVE 329320/23,Blumenau,BLUMENAU,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Pesquisa Vetorial Especial,16/03/2023,20/03/2023,21/03/2023,2,0,0,0,0
PVE 329315/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Pesquisa Vetorial Especial,16/03/2023,20/03/2023,21/03/2023,7,0,0,0,0
PVE 329311/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Pesquisa Vetorial Especial,16/03/2023,20/03/2023,21/03/2023,10,0,0,0,0
PVE 329308/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Pesquisa Vetorial Especial,16/03/2023,20/03/2023,21/03/2023,9,0,0,0,0
DF 329301/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,16/03/2023,20/03/2023,21/03/2023,4,0,0,0,0
DF 329300/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,15/03/2023,20/03/2023,21/03/2023,7,0,0,0,0
DF 329299/23,Blumenau,BLUMENAU,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,15/03/2023,20/03/2023,21/03/2023,10,0,0,0,0
DF 329295/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,16/03/2023,20/03/2023,21/03/2023,4,0,0,0,0
DF 329288/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,13/03/2023,20/03/2023,20/03/2023,5,0,0,0,0
DF 329284/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,13/03/2023,20/03/2023,20/03/2023,3,0,0,0,0
DF 329282/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,13/03/2023,20/03/2023,20/03/2023,4,0,0,0,0
DF 329277/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,15/03/2023,20/03/2023,20/03/2023,10,0,0,0,0
DF 329270/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,15/03/2023,20/03/2023,20/03/2023,4,0,0,0,0
DF 329269/23,Blumenau,BLUMENAU,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,15/03/2023,20/03/2023,20/03/2023,1,0,0,0,0
DF 329265/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,16/03/2023,17/03/2023,20/03/2023,4,0,0,0,0
DF 329260/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,5,0,0,0,0
DF 329256/23,Blumenau,BLUMENAU,Residência,C - Depósitos Fixos,Delimitação de Foco,15/03/2023,17/03/2023,17/03/2023,2,0,0,0,0
DF 329252/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,2,0,0,0,0
DF 329251/23,Blumenau,BLUMENAU,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,7,0,0,0,0
DF 329250/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,5,0,0,0,0
DF 329247/23,Blumenau,BLUMENAU,Residência,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,2,0,0,0,0
DF 329237/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,1,0,0,0,0
DF 329232/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,4,0,0,0,0
DF 329224/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,3,0,0,0,0
DF 328788/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,3,0,0,0,0
DF 328783/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,16/03/2023,17/03/2023,17/03/2023,10,0,0,0,0
DF 328766/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,14/03/2023,16/03/2023,16/03/2023,8,0,0,0,0
DF 328761/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,14/03/2023,16/03/2023,16/03/2023,1,0,0,0,0
DF 328757/23,Blumenau,BLUMENAU,Residência,C - Depósitos Fixos,Delimitação de Foco,14/03/2023,16/03/2023,16/03/2023,1,0,0,0,0
DF 328753/23,Blumenau,BLUMENAU,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,14/03/2023,16/03/2023,16/03/2023,1,0,0,0,0
ID 328749/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,10/03/2023,15/03/2023,16/03/2023,10,0,0,0,0
ID 328748/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,10/03/2023,15/03/2023,16/03/2023,4,0,0,0,0
DF 328741/23,Blumenau,BLUMENAU,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,14/03/2023,15/03/2023,15/03/2023,4,0,0,0,0
