Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/01/2023 a 31/01/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 300602/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,5,0,0,0,0
ARM 300601/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,7,0,0,0,0
ARM 300599/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,1,0,0,0,0
ARM 300598/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,3,0,0,0,0
ARM 300594/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,12,0,0,0,0
ARM 300592/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,1,0,0,0,0
ARM 300590/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,1,0,0,0,0
ARM 300586/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,13,0,0,0,0
ARM 300583/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,12,0,0,0,0
ARM 300581/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,2,0,0,0,0
ARM 300577/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,2,0,0,0,0
ARM 300572/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,1,0,0,0,0
ARM 300470/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,6,0,0,0,0
ARM 300467/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,1,0,0,0,0
ARM 300464/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,6,0,0,0,0
ARM 300462/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,4,0,0,0,0
ARM 300461/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,1,0,0,0,0
ARM 300460/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,1,0,0,0,0
ARM 300458/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,3,0,0,0,0
ARM 300457/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,3,0,0,0,0
